Count_,NUMBER_,LOCATION,MAP_NAME,EAST_1984,NORTH_1984,ZONE_,HOLE,DEPTH_FT,DEPTH_M,PETROLOGY,PET_DESC,ROCK_TYPE,REFERENCE,REF_DESC,ORG_NUMBER,SiO2,TiO2,Al2O3,Fe2O3,FeO,MnO,MgO,CaO,Na2O,K2O,P2O5,LOI,H2O,CO2,chk1,chk2,Ba,Co,Cr,Cu,Li,Ga,Nb,Ni,Rb,Sr,V,Y,Zn,Zr
1024,43,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1300,396.24,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,49.8,0.87,15.1,0.8,10.2,0.16,8.6,10.9,2.2,0.17,0.13,0.005,1,0.1,13,11,NA,60,405,62,6,NA,NA,194,17,78,300,20,123,46
1586,1430,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1308,398.67,R,recrystallized,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,51.3,0.68,12.4,2.4,9.6,0.21,9.8,9.3,3.74,0.13,0.05,0.005,1.8,0.3,13,11,21,67,501,87,NA,NA,NA,107,19,139,241,14,218,39
132,1001,COOLGARDIE,KALGOORLIE,318564,6563076,51,MD3B,1315,400.81,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.6,0.66,15.3,2.4,7.9,0.19,7,11.1,2.66,0.08,0.13,0.005,1.3,0,12,13,80,48,281,77,NA,14,1,159,1,88,182,12,87,43
1568,1406,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1333,406.29,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,43.2,0.47,10.4,1.9,12.8,0.21,20.5,9,0.53,0.07,0.04,0.005,5.3,0.7,13,10,NA,127,3909,8,NA,NA,NA,464,3,28,213,10,258,23
990,9,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1350,411.48,U,uralitized,BASALT,JAH,JA Hallberg,UWA,55.6,0.84,16.3,0.7,6.8,0.19,4.7,11.2,3,0.05,0.12,0.005,0.6,0,12,11,NA,50,665,99,1,NA,NA,202,3,119,280,19,75,60
1025,44,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1400,426.72,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.4,1.05,16.2,1.5,8.5,0.19,5.1,10.2,3.9,0.26,0.15,0.005,1,0,12,11,NA,57,380,168,6,NA,NA,205,15,145,368,28,113,65
1085,104,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,1400,426.72,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.5,0.9,15.3,0.9,8.9,0.23,8,10,3.5,0.11,0.15,0.005,0.9,0,12,11,NA,59,345,91,3,NA,NA,142,4,100,342,18,118,52
1481,1313,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1440,438.91,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,46.1,0.11,2.7,0.7,6.8,0.11,42.1,0.6,0.02,0.01,0.01,0.005,11.6,0.7,13,10,NA,97,1881,47,NA,NA,NA,2035,3,5,54,2,69,3
991,10,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1450,441.96,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.5,0.9,15.3,1,9.3,0.24,6,11.9,3.1,0.26,0.15,0.005,1.1,0,12,11,NA,59,345,39,2,NA,NA,149,6,102,309,23,125,59
1026,45,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1500,457.2,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.1,1.02,15.3,0.9,10.2,0.2,7.7,11.1,3,0.25,0.13,0.005,1.2,0,12,11,NA,59,320,93,5,NA,NA,162,18,90,356,25,108,63
992,11,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1550,472.44,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.9,0.96,15.6,1.1,8.6,0.22,6.2,10.8,2.4,0.34,0.15,0.005,0.9,0,12,11,NA,61,370,134,4,NA,NA,177,35,101,324,22,104,58
1027,46,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,1600,487.68,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.8,1.01,15.7,1.5,8.9,0.25,5.3,11.7,2.4,0.27,0.14,0.005,1.3,0,12,11,NA,51,415,39,2,NA,NA,154,13,90,317,21,139,59
1486,1318,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1644,501.09,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,44.3,0.07,2.6,0.8,8.1,0.12,41.8,1.2,0.01,0.01,0.01,0.005,12.2,0.3,13,10,NA,172,1893,142,NA,NA,NA,3628,2,2,54,2,165,6
1569,1407,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1837,559.91,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,46.8,0.41,7.3,1.7,10.4,0.18,24.2,7.9,0.07,0.02,0.04,0.005,6.2,0.1,13,10,NA,112,2853,100,NA,NA,NA,810,2,6,155,8,341,18
1490,1322,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1872,570.58,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,44.8,0.16,5.5,0.8,8,0.18,37.2,2.9,0.02,0.01,0.01,0.005,10.5,0.2,13,10,NA,94,1342,22,NA,NA,NA,1207,3,6,109,4,267,8
1570,1408,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1883,573.93,CTS,chlorite tremolite schist,HIGH MG BASALT,SPI,,ANU,49.8,0.29,5.2,1.2,8.2,0.15,25.4,8.8,0.06,0.01,0.03,0.005,5.3,0.4,13,10,NA,75,2090,98,NA,NA,NA,914,2,6,108,7,196,14
1491,1323,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1916,583.99,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,45.9,0.24,5.2,0.9,9.2,0.18,34,3.6,0.02,0.01,0.01,0.005,8.1,0.3,13,10,NA,128,2210,38,NA,NA,NA,1803,3,11,112,5,253,12
1492,1324,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1936,590.09,S,serpentinized,PERIDOTITE,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,43.9,0.16,4,1,9.9,0.18,39,1.3,0.01,0.01,0.01,0.005,9.5,0.4,13,10,NA,109,2081,7,NA,NA,NA,1460,3,4,85,3,282,7
996,15,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,1950,594.36,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.8,0.9,15.7,1,8.5,0.23,7.2,11.4,2.5,0.24,0.15,0.005,0.7,0,12,11,NA,56,465,148,4,NA,NA,188,14,111,313,23,102,53
1571,1409,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,1994,607.77,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,49.4,0.2,5.5,1.3,8.8,0.19,23.7,9.3,0.13,0.03,0.02,0.005,5,0.8,13,10,NA,107,2267,145,NA,NA,NA,1355,3,7,126,8,446,10
1031,50,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,2000,609.6,U,uralitized,BASALT,JAH,JA Hallberg,UWA,53.7,1.07,16.3,0.7,8.5,0.23,4.6,11.7,1.8,0.2,0.13,0.005,1,0,12,11,NA,51,545,93,4,NA,NA,155,3,104,331,24,109,66
1572,1410,WIDGIEMOOLTHA,WIDGIEMOOLTHA,360667.4,6515363,51,5893,2019,615.39,CTS,chlorite tremolite schist,HIGH MG BASALT,MJH,"MJ Hough PhD thesis, ANU, 1975",ANU,50.4,0.26,5.4,1.3,8.6,0.24,21.1,10.7,0.35,0.05,0.03,0.005,4.4,0.8,13,10,NA,110,2691,130,NA,NA,NA,1245,5,6,116,6,556,15
997,16,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,2050,624.84,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.1,0.95,16.2,1.2,8.5,0.19,5.9,11.4,2.8,0.2,0.14,0.005,0.8,0,12,11,NA,64,455,297,4,NA,NA,200,7,105,330,24,121,62
1032,51,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,2100,640.08,U,uralitized,BASALT,JAH,JA Hallberg,UWA,52.8,1.01,14.9,1.2,9,0.22,5.5,12.3,1.2,0.2,0.13,0.005,0.9,0.1,13,11,NA,59,390,126,5,NA,NA,154,8,80,303,21,92,61
1090,109,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,2100,640.08,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.2,0.94,15.4,2.7,8.2,0.23,7.9,9.9,4,0.22,0.15,0.005,1.1,0,12,11,NA,62,295,69,1,NA,NA,146,15,85,334,23,103,59
998,17,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,2150,655.32,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.9,0.95,16.4,1.1,7.7,0.21,6.2,12,2.9,0.19,0.17,0.005,0.7,0,12,11,NA,57,440,188,5,NA,NA,196,4,137,310,24,112,59
1091,110,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,2200,670.56,U,uralitized,BASALT,JAH,JA Hallberg,UWA,53.1,1.02,15.6,1.9,9,0.22,5.4,10.3,3.4,0.08,0.1,0.005,0.7,0,12,11,NA,64,355,106,4,NA,NA,152,6,86,337,25,109,58
999,18,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,2250,685.8,U,uralitized,DOLERITE,JAH,JA Hallberg,UWA,51.2,0.75,14.7,0.9,9.3,0.26,8.4,11.8,1.9,0.24,0.14,0.005,0.9,0,12,11,NA,57,445,131,7,NA,NA,143,25,70,290,21,93,44
1034,53,NORSEMAN,NORSEMAN,383597.6,6436684,51,C111,2300,701.04,U,uralitized,BASALT,JAH,JA Hallberg,UWA,54.7,0.96,15.4,1.6,8.2,0.23,4.2,11.4,2.3,0.2,0.16,0.005,0.8,0,12,11,NA,58,345,130,4,NA,NA,148,9,138,333,22,112,63
1092,111,NORSEMAN,NORSEMAN,385501.3,6437383,51,C60,2300,701.04,U,uralitized,BASALT,JAH,JA Hallberg,UWA,51.4,1.03,15.4,1.6,8.7,0.24,5.3,9.9,3.6,0.13,0.09,0.005,1.5,0,12,11,NA,60,410,100,1,NA,NA,145,1,100,276,22,101,53
1001,20,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,2450,746.76,U,uralitized,BASALT,JAH,JA Hallberg,UWA,49.4,0.88,15.1,0.9,9.8,0.24,8.5,12,1.9,0.3,0.14,0.005,1,0,12,11,NA,62,430,69,13,NA,NA,184,37,83,313,25,99,53
1005,24,NORSEMAN,NORSEMAN,382969.2,6436677,51,C114,2850,868.68,U,uralitized,BASALT,JAH,JA Hallberg,UWA,50.9,0.81,14.9,1.1,9.5,0.21,7.8,10.4,3.3,0.25,0.12,0.005,0.8,0,12,11,NA,63,345,113,21,NA,NA,174,23,111,310,23,96,54
9,1060A,BARLEE,BARLEE,722615.8,6714078,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.8,0.6,14.7,2.5,8.6,0.2,8.3,8.2,3.8,0.24,0.06,0.005,2.4,0,12,11,NA,64,232,114,NA,12,2,183,NA,105,248,25,85,49
1,1053,BARLEE,BARLEE,722672.6,6712875,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.8,0.67,13.8,3.9,8.3,0.19,6.4,8.3,3.15,0.05,0.05,0.005,2.8,0.4,13,11,NA,46,46,105,NA,17,NA,67,8,56,298,28,109,41
2,1054,BARLEE,BARLEE,722674.4,6712968,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,51.7,0.58,14,3.1,7.6,0.18,7.4,9.8,2.39,0.23,0.08,0.005,2.3,0.4,13,12,NA,54,105,96,NA,14,12,106,15,120,230,23,79,45
3,1055,BARLEE,BARLEE,722676.3,6713060,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,53.8,0.44,12.4,3.1,6.2,0.18,8.1,11.6,1.24,0.01,0.03,0.005,2.5,0.2,13,12,NA,58,340,65,NA,15,3,103,17,36,182,11,84,29
4,1056,BARLEE,BARLEE,722679.9,6713245,50,,-9999,-9999,E,epidotized,BASALT,JAH,JA Hallberg,CSIR,50.9,0.54,14.2,3.9,6.1,0.19,7.1,10.6,3.54,0.08,0.07,0.005,1.7,0.2,13,12,NA,24,243,60,NA,15,10,79,3,59,186,25,41,42
5,1057,BARLEE,BARLEE,722683.6,6713429,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.6,0.57,14.4,2.8,7.8,0.2,7.6,10,3.03,0.13,0.06,0.005,1.9,0,12,12,NA,33,214,110,NA,12,8,140,1,146,257,30,61,53
6,1058,BARLEE,BARLEE,722685.5,6713522,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.4,0.59,14.5,2,8.7,0.19,8.3,8.9,3.33,0.47,0.08,0.005,2.3,0.4,13,13,120,46,225,114,NA,12,10,139,22,160,271,30,69,50
7,1059,BARLEE,BARLEE,722606.6,6713616,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,49.5,0.58,14.8,3.6,7.7,0.19,8.1,12.1,1.93,0.15,0.08,0.005,1.9,0,12,12,60,50,196,73,NA,12,8,146,NA,154,223,21,87,48
8,1060,BARLEE,BARLEE,722614,6713985,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.4,0.58,13.4,2.5,7.7,0.19,8,8.7,3.94,0.07,0.05,0.005,1.9,0,12,11,NA,49,211,134,NA,13,2,145,NA,91,420,26,27,46
10,1061,BARLEE,BARLEE,722617.7,6714170,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.6,0.57,14.3,2.4,8.3,0.18,7.9,9.7,3.27,0.18,0.06,0.005,2.6,0.1,13,12,NA,57,217,90,NA,14,12,127,4,146,234,26,87,45
13,1064,BARLEE,BARLEE,722089.1,6714643,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.7,0.56,13.4,2.7,7.5,0.17,9,8.8,3.12,0.1,0.05,0.005,2.3,0.3,13,12,60,46,296,91,NA,13,5,129,NA,151,285,22,61,46
14,1065,BARLEE,BARLEE,722087.3,6714550,50,,-9999,-9999,AU,amygdaloidal; uralitized,BASALT,JAH,JA Hallberg,CSIR,51.9,0.56,12.8,1.9,8.1,0.16,9.3,8.9,3.77,0.1,0.08,0.005,2.6,0,12,12,70,53,295,97,NA,11,9,92,NA,110,283,21,69,45
15,1066,BARLEE,BARLEE,722087.3,6714550,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.5,0.57,12.9,2.7,6.6,0.2,8.6,11.5,2.89,0.11,0.06,0.005,1.7,0,12,12,NA,45,349,98,NA,15,2,113,3,67,185,15,71,41
16,1067,BARLEE,BARLEE,722087.3,6714550,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,51,0.55,12.7,2.5,6.5,0.18,8.1,14.3,1.64,0.07,0.06,0.005,2.1,0.4,13,12,60,46,331,30,NA,19,NA,114,9,102,197,20,67,43
17,1068,BARLEE,BARLEE,722087.3,6714550,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,49.8,0.61,13.8,2.9,7,0.16,10.4,8.7,3.12,0.11,0.05,0.005,2.7,0,12,12,95,49,618,88,NA,11,11,212,NA,114,233,23,75,48
18,1069,BARLEE,BARLEE,722087.3,6714550,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,51.7,0.49,13.4,1.7,7.3,0.15,10.4,9.6,2.77,0.15,0.06,0.005,2.4,0,12,10,NA,43,575,96,NA,15,NA,214,NA,109,276,21,73,39
19,1070,BARLEE,BARLEE,722089.1,6714643,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,44.6,0.89,7.7,2.7,8.2,0.16,21.2,7.9,0.1,0.01,0.07,0.005,7.1,0.3,13,11,NA,69,2013,162,NA,11,7,1047,NA,21,262,18,74,49
20,1071,BARLEE,BARLEE,722089.1,6714643,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,47.7,1.08,9.3,1.7,9.7,0.2,15.2,9.2,1.3,0.04,0.09,0.005,3.8,0.3,13,11,NA,56,1171,149,NA,10,6,603,NA,75,331,23,81,58
21,1072,BARLEE,BARLEE,722089.1,6714643,50,,-9999,-9999,S,serpentinized,PERIDOTITE,JAH,JA Hallberg,CSIR,40.8,0.39,4.2,6.9,4.5,0.16,30.3,3.7,0.11,0.15,0.05,0.005,9.1,0,12,12,75,99,2066,56,NA,11,5,1847,NA,19,150,18,71,24
25,1136,BARLEE,BARLEE,721189.5,6715400,50,,-9999,-9999,VR,variolitic; recrystallized,BASALT,JAH,JA Hallberg,CSIR,56.5,0.89,10.7,2.2,7,0.17,7.4,9,3.26,0.23,0.11,0.005,1.6,0,12,12,91,40,502,30,NA,NA,10,88,5,92,285,23,50,79
26,1137,BARLEE,BARLEE,719363.4,6715559,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.7,1.12,12.6,2.6,8.7,0.18,7.6,7.3,5.47,0.13,0.13,0.005,1.8,0,12,13,97,50,356,61,2,NA,11,118,3,287,300,22,80,99
27,1138,BARLEE,BARLEE,709708.7,6714235,50,,-9999,-9999,PIN,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,54.2,0.62,11.7,2.3,8,0.18,9.1,10.5,1.65,0.13,0.09,0.005,1.6,0,12,11,60,68,606,56,NA,NA,NA,120,3,94,270,22,63,68
28,1139,BARLEE,BARLEE,709307.9,6715813,50,,-9999,-9999,PIN,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,52.3,0.61,12.9,2.8,8.1,0.19,8.5,11.4,1.49,0.14,0.11,0.005,1.6,0,12,11,244,65,574,140,NA,NA,4,130,NA,92,313,16,67,56
29,1140,BARLEE,BARLEE,709477.2,6720553,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.6,0.5,9.6,1.8,8.1,0.22,14.7,12.2,0.65,0.35,0.08,0.005,2.6,0,12,12,81,59,1512,119,NA,NA,9,210,18,57,219,13,61,42
30,1141,BARLEE,BARLEE,709465.1,6719907,50,,-9999,-9999,PU,porphyritic; uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,53.6,0.59,12.7,1.5,7.3,0.18,9.6,11.3,2.01,0.09,0.1,0.005,1.6,0.1,13,11,85,50,850,60,NA,NA,3,161,NA,150,274,12,59,35
31,1142,BARLEE,BARLEE,707027.1,6723401,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,52.2,0.62,12.2,3.7,7.1,0.16,8.2,12.9,0.72,0.16,0.1,0.005,2,0,12,11,NA,50,614,32,NA,NA,12,122,7,161,290,21,60,56
33,1144,BARLEE,BARLEE,700828.7,6735033,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,50.6,1.21,12.5,2.1,9.5,0.24,8.6,10.9,2.23,0.05,0.14,0.005,1.4,0,12,11,39,73,429,154,NA,NA,5,160,NA,166,335,19,104,87
35,1146,BARLEE,BARLEE,701275.1,6734378,50,,-9999,-9999,R,recrystallized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,49.6,0.64,10.6,1.9,9.5,0.25,11.5,12.6,1.28,0.09,0.08,0.005,1.8,0,12,11,58,62,1505,28,NA,NA,4,290,NA,175,292,20,73,53
36,1147,BARLEE,BARLEE,731303.6,6714056,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,51.7,0.57,14.1,2.2,8.2,0.21,7.9,10.9,1.54,0.08,0.06,0.005,2.3,0.3,13,10,97,49,386,100,NA,NA,NA,92,NA,71,277,15,69,53
37,1148,BARLEE,BARLEE,754297.8,6727976,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,48.2,0.38,9,1.6,8.5,0.18,19.1,7.7,1.4,0.11,0.06,0.005,3.5,0,12,12,36,77,1854,18,NA,NA,7,560,2,73,198,11,70,33
38,1149,BARLEE,BARLEE,754579.6,6728524,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,51.4,0.56,11,1.7,7.9,0.16,12.2,8.4,3.94,0.05,0.05,0.005,2.4,0,12,12,50,66,1165,80,5,NA,3,230,NA,135,241,9,50,48
39,1150,BARLEE,BARLEE,754579.6,6728524,50,,-9999,-9999,CTS,chlorite tremolite schist,HIGH MG BASALT,JAH,JA Hallberg,CSIR,46.5,0.36,7.2,2,8.1,0.19,23.4,5.8,0.31,0.03,0.05,0.005,5.9,0.1,13,11,62,62,2981,17,NA,NA,6,740,NA,10,186,8,46,31
40,1151,BARLEE,BARLEE,757348.4,6755513,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,54.2,0.59,11.8,2.3,7.7,0.16,9.1,7.6,3.53,0.24,0.05,0.005,2.8,0,12,12,71,50,675,38,6,NA,NA,122,3,208,252,13,60,43
41,1152,BARLEE,BARLEE,757070.5,6752777,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.3,0.64,14.4,1.7,6.8,0.19,8.2,10.6,2.62,0.15,0.08,0.005,1.4,0,12,10,54,58,285,40,NA,NA,NA,132,NA,120,327,11,66,39
42,1153,BARLEE,BARLEE,757570.2,6756956,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.2,0.43,10.4,2.1,7.9,0.19,15.1,8.1,1.67,0.35,0.08,0.005,4.1,0,12,12,197,60,1449,27,NA,NA,4,300,10,109,215,10,62,42
43,1154,BARLEE,BARLEE,760576.7,6756148,50,,-9999,-9999,U,uralitized,DOLERITE,JAH,JA Hallberg,CSIR,54.1,0.75,15.5,1.5,7.6,0.2,7,8,3.84,0.44,0.21,0.005,1.6,0,12,12,316,40,213,32,6,NA,NA,87,15,299,224,13,62,106
44,1155,BARLEE,BARLEE,756330.6,6758278,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.9,0.42,10.9,1.7,7.7,0.22,13.2,12.6,0.87,0.16,0.1,0.005,2.2,0,12,11,87,49,1447,49,NA,NA,NA,223,7,113,203,10,51,42
45,1156,BARLEE,BARLEE,778788.4,6700954,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,53.1,0.57,12.5,2.2,6.7,0.24,9.8,10.7,2.43,0.15,0.05,0.005,1.9,0,12,11,198,50,1034,41,NA,NA,NA,139,6,103,264,68,40,57
46,1157,BARLEE,BARLEE,731152.2,6683499,50,,-9999,-9999,U,uralitized,HIGH MG BASALT,JAH,JA Hallberg,CSIR,55.5,0.39,4.7,4.1,8.1,0.12,11.8,12.7,1.43,0.03,0.11,0.005,1.6,0,12,11,225,49,798,30,NA,NA,3,108,NA,57,147,15,39,47
47,1168,BARLEE,BARLEE,704621.4,6686239,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,56.3,0.65,15.8,1.4,5.7,0.18,5.7,10,2.91,0.12,0.13,0.005,1.1,0,12,10,152,37,177,18,NA,NA,NA,79,NA,191,269,33,48,68
48,1169,BARLEE,BARLEE,705181.7,6688970,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,52.1,0.92,12.5,2.9,8.7,0.21,8.3,8.5,2.79,0.29,0.24,0.005,1.8,0,12,12,1182,37,671,9,NA,NA,3,168,13,923,220,168,66,132
49,1170,BARLEE,BARLEE,720416,6698042,50,,-9999,-9999,F,fresh,BASALT,JAH,JA Hallberg,CSIR,53,0.69,13.9,2.7,8.7,0.18,6.8,8.2,1.82,0.17,0.15,0.005,2.8,0.2,13,11,58,59,23,70,NA,NA,NA,82,3,104,298,20,68,56
50,1171,BARLEE,BARLEE,721132.5,6700307,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,52.4,0.57,15,1.4,3.8,0.21,6.3,14.2,3.36,0.69,0.1,0.005,1.8,0.4,13,11,280,42,192,18,NA,NA,NA,122,20,251,247,21,22,49
53,1466,BELELE,BELELE,629317.2,7061447,50,,-9999,-9999,MU,,DOLERITE,JAH,JA Hallberg,CSIR,52.8,0.67,13.9,2.2,8.5,0.22,6.6,7.9,3.99,0.49,0.08,0.005,2.5,0,12,10,387,60,NA,90,NA,NA,NA,90,13,91,283,18,78,66
54,1467,BELELE,BELELE,606085.8,7076339,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,50.7,0.55,12.3,1.9,7.6,0.17,10.7,12.2,1.63,0.24,0.08,0.005,1.9,0,12,10,NA,56,563,60,NA,NA,NA,129,10,146,232,9,47,32
55,1468,BELELE,BELELE,601912.1,7074034,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.5,0.55,12.6,2.3,7.1,0.19,10,12.4,1.71,0.21,0.13,0.005,1.5,0.2,13,11,35,49,556,32,NA,NA,NA,111,7,117,229,10,41,27
56,1469,BELELE,BELELE,601617.5,7075298,50,,-9999,-9999,R,recrystallized,BASALT,JAH,JA Hallberg,CSIR,51.7,1.03,10.2,2.5,9.6,0.2,9.3,10.8,2.23,0.21,0.23,0.005,1.6,0,12,12,122,60,652,91,NA,NA,2,199,4,153,311,17,69,84
57,1470,BELELE,BELELE,630163.5,7036051,50,,-9999,-9999,,,HIGH MG BASALT,JAH,JA Hallberg,CSIR,50.1,0.46,9.3,3.2,6.7,0.24,12.2,14.9,0.34,0.52,0.11,0.005,1.8,0.3,13,12,75,50,1206,12,NA,NA,3,178,14,93,260,13,41,29
58,1476,BELELE,BELELE,636752.9,7081403,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,55.8,0.67,13.9,2.7,6,0.17,5.8,9.9,2.57,0.36,0.1,0.005,2,0,12,11,208,70,24,57,NA,NA,NA,200,13,139,266,26,51,65
59,1477,BELELE,BELELE,636952.3,7079308,50,,-9999,-9999,U,uralitized,BASALT,JAH,JA Hallberg,CSIR,52.2,0.67,13.9,2.8,8.7,0.22,5.9,10,1.86,0.58,0.18,0.005,2.8,0,12,11,189,89,19,88,NA,NA,NA,209,22,117,266,19,78,61
60,1478,BELELE,BELELE,635690.5,7075291,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,53.1,0.58,14.1,2.7,7.2,0.2,6.7,10,2.15,0.47,0.13,0.005,2.4,0,12,11,548,61,144,63,NA,NA,NA,211,16,108,232,15,59,54
61,1479,BELELE,BELELE,636050.6,7075287,50,,-9999,-9999,EU,epidotized; uralitized,BASALT,JAH,JA Hallberg,CSIR,53,0.56,14.1,2.8,7.2,0.2,6.9,10.4,1.92,0.49,0.18,0.005,2.5,0,12,11,195,59,138,80,NA,NA,NA,170,24,116,228,10,58,46
