"LOCATION","MAP_NAME","Longitude","Latitude","Easting","Northing","UTMZone","HOLE","DEPTH_M","ROCK_TYPE","SiO2","TiO2","Al2O3","Fe2O3","FeO","MnO","MgO","CaO","Na2O","K2O","P2O5","LOI","H2O","CO2","Rock"
"BARLEE","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",32.91,"GABBRO",49.8,1.23,16.4,1.4,9.4,0.18,6.2,10.1,2.9,0.39,0.16,0.01,1.4,0.1,"Gabbro"
"BARLEE","NORSEMAN",121.78,-32.19,385422.7,6437382,51,"C59",45.72,"GABBRO",51.9,1,15.1,1.4,9.8,0.25,6.2,9.4,3.2,0.21,0.14,0.01,1.1,0.2,"Gabbro"
"BARLEE","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",53.34,"GABBRO",51.4,2.18,15.5,2.7,11.2,0.26,3.9,5.5,5.6,0.09,0.39,0.01,0.8,0.1,"Gabbro"
"BELELE","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",60.96,"GABBRO",48.9,1.1,15.9,1.4,9.9,0.23,6.5,11.2,2.9,0.26,0.17,0.01,1.2,0.01,"Gabbro"
"BELELE","NORSEMAN",121.78,-32.19,385422.7,6437382,51,"C59",76.2,"GABBRO",51.8,0.89,16.7,1,8.6,0.23,6.3,10.7,2.6,0.19,0.17,0.01,1,0.01,"Gabbro"
"BELELE","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",79.24,"GABBRO",56.2,1.72,13.1,1.6,10.2,0.23,4,8,3.2,0.09,0.2,0.01,0.9,0.01,"Gabbro"
"BELELE","NORSEMAN",121.76,-32.2,383597.6,6436684,51,"C111",91.44,"GABBRO",50.1,0.93,15.2,1.3,9.3,0.19,6.6,11.1,2.6,0.25,0.16,0.01,1.2,0.3,"Gabbro"
"BELELE","NORSEMAN",121.78,-32.19,385422.7,6437382,51,"C59",106.68,"GABBRO",49,0.97,16.2,1.6,10.6,0.23,6.6,10.5,2.3,0.15,0.17,0.01,1.2,0.1,"Gabbro"
"BELELE","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",109.72,"GABBRO",51.1,1.36,13.6,1.8,11.8,0.25,6.1,9.9,2.3,0.16,0.23,0.01,1,0.01,"Gabbro"
"BELELE","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",140.2,"GABBRO",50.5,1.85,12.8,2.2,15.5,0.26,5.3,7.4,2.7,0.16,0.21,0.01,1.1,0.01,"Gabbro"
"BELELE","NORSEMAN",121.75,-32.2,382969.2,6436677,51,"C114",228.6,"GABBRO",51,1.19,14.2,1.6,11.2,0.22,6.6,10.3,2.8,0.25,0.13,0.01,1,0.01,"Gabbro"
"BELELE","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",231.64,"GABBRO",50.2,1.55,12.7,2.2,12.9,0.21,4.4,11,1.8,0.21,0.23,0.01,1.1,1.2,"Gabbro"
"BOORABBIN","NORSEMAN",121.75,-32.2,382969.2,6436677,51,"C114",198.12,"GABBRO",49,0.82,16.3,0.8,8.1,0.16,6.8,11.7,2.5,0.3,0.08,0.01,1.6,2.4,"Gabbro"
"BOORABBIN","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",201.16,"GABBRO",48.7,1.4,13,1.5,14.3,0.22,5.8,10.5,1.9,0.13,0.17,0.01,1.7,0.2,"Gabbro"
"BOORABBIN","NORSEMAN",121.75,-32.2,382969.2,6436677,51,"C114",259.08,"GABBRO",50.8,0.88,16,1.2,9.3,0.19,6.9,11.3,3,0.22,0.1,0.01,0.9,0.1,"Gabbro"
"BOORABBIN","NORSEMAN",121.78,-32.19,385134.7,6437379,51,"C57",323.08,"GABBRO",50.1,1.23,14.6,1.2,11.7,0.19,6.9,9.8,2.3,0.15,0.16,0.01,1.1,0.2,"Gabbro"
"BOORABBIN","NORSEMAN",121.78,-32.19,385501.3,6437383,51,"C60",487.68,"GABBRO",50.5,1.24,15.1,1.3,10,0.19,7.5,11.4,2.5,0.18,0.17,0.01,0.6,0.01,"Gabbro"
"BOORABBIN","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",701.04,"GABBRO",52.3,0.45,15.8,1.7,6.7,0.18,9.2,10.5,1.9,0.67,0.15,0.01,0.5,0.01,"Gabbro"
"COOLGARDIE","WIDGIEMOOLTHA",121.67,-31.21,373916.9,6545957,51,"KD 8",48.46,"HI6H MG BASALTX",43.6,0.31,9.3,2.3,8.5,0.18,21.7,6.9,0.09,0.1,0.02,0.01,6.6,0.2,"High Mg Basalt"
"COOLGARDIE","BOORABBIN",121.5,-31.43,357443.7,6521448,51,"5850",167.64,"HIGH MG BASALT",48.6,0.41,7.3,1.7,8.8,0.18,26.4,6,0.29,0.05,0.03,0.01,6,1.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",171.29,"HIGH MG BASALT",39.9,0.64,13.5,2,13.8,0.2,25.4,3.5,0.28,0.03,0.04,0.01,8.4,0.3,"High Mg Basalt"
"CUE","BOORABBIN",121.5,-31.43,357443.7,6521448,51,"5850",171.9,"HIGH MG BASALT",45.6,1.16,13.6,1.9,9.8,0.2,14.3,10.8,2.27,0.2,0.1,0.01,3.3,0.3,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",172.21,"HIGH MG BASALT",46.7,0.5,10.7,2.5,9.8,0.26,15.2,11.6,2.26,0.23,0.02,0.01,2.4,0.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",99.66,"HIGH MG BASALT",45.9,0.49,9.6,1.4,9.5,0.18,25.3,6.1,0.56,0.22,0.03,0.01,6.8,0.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",123.74,"HIGH MG BASALT",46.4,0.39,8.3,1.6,10.5,0.2,24.1,7.2,0.66,0.12,0.03,0.01,5.2,0.01,"High Mg Basalt"
"CUE","BOORABBIN",121.5,-31.43,357443.7,6521448,51,"5850",136.55,"HIGH MG BASALT",47.7,0.37,8.4,1.5,10.3,0.2,21.6,8.9,0.23,0.04,0.03,0.01,5.1,0.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.45,358956.8,6518913,51,"1185",137.76,"HIGH MG BASALT",45.9,0.53,9.5,1.5,9.9,0.15,24,7.6,0.33,0.04,0.02,0.01,6.1,0.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.45,358956.8,6518913,51,"1185",143.86,"HIGH MG BASALT",50.9,0.62,12.4,2.2,9,0.15,10.7,10.3,3.19,0.33,0.04,0.01,2.2,0.01,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.45,358956.8,6518913,51,"1185",146.91,"HIGH MG BASALT",48.3,0.57,10.9,2.5,10,0.2,13.4,11.4,2.42,0.12,0.04,0.01,1.9,0.01,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.45,358956.8,6518913,51,"1185",150.26,"HIGH MG BASALT",45.5,0.64,10.7,1.6,10.3,0.16,21.6,8,0.59,0.48,0.04,0.01,5.3,1,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",159.41,"HIGH MG BASALT",44.8,0.47,9.6,1.6,11,0.18,25.9,5.4,0.4,0.02,0.04,0.01,6.5,0.3,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",226.46,"HIGH MG BASALT",47.2,0.45,9.1,1.6,10.8,0.21,22.6,6.9,0.53,0.05,0.04,0.01,5.3,0.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",232.56,"HIGH MG BASALT",47.9,0.57,11.1,2.4,9.6,0.23,13.8,11.4,2.57,0.12,0.03,0.01,1.5,0.1,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",177.69,"HIGH MG BASALT",44.8,0.45,10.1,1.8,11.9,0.25,22,7.2,0.63,0.04,0.03,0.01,5.2,0.2,"High Mg Basalt"
"CUE","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",185.31,"HIGH MG BASALT",48.3,0.3,7.2,1.4,9.2,0.19,22.9,9,0.51,0.08,0.03,0.01,5.1,0.3,"High Mg Basalt"
"EDJUDINA","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",188.67,"HIGH MG BASALT",48.8,0.46,10.1,1.1,10.7,0.21,16.4,9.2,2.18,0.57,0.03,0.01,2.6,0.2,"High Mg Basalt"
"EDJUDINA","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",190.19,"HIGH MG BASALT",50.5,0.48,11.1,1.7,9.1,0.2,13.6,9.6,3.28,0.22,0.03,0.01,1.5,0.2,"High Mg Basalt"
"EDJUDINA","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",222.19,"HIGH MG BASALT",47.9,0.42,7.7,1.5,9.8,0.17,24.5,7,0.27,0.02,0.03,0.01,5.5,0.2,"High Mg Basalt"
"EDJUDINA","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",223.11,"HIGH MG BASALT",48.4,0.45,8.5,1.8,10.2,0.23,20,8.3,1.36,0.25,0.03,0.01,3.9,0.01,"High Mg Basalt"
"EDJUDINA","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",239.26,"HIGH MG BASALT",50.2,0.56,11.1,2.4,9.4,0.22,13.2,9.1,3.14,0.4,0.03,0.01,1.7,0.1,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",242.92,"HIGH MG BASALT",52.2,0.23,4.9,1.3,8.9,0.21,24.4,6.6,0.19,0.04,0.02,0.01,4.6,0.3,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",248.1,"HIGH MG BASALT",46,0.51,10,1.7,11.2,0.2,22.5,7,0.48,0.05,0.02,0.01,5,1.2,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",256.94,"HIGH MG BASALT",52.1,0.24,4.3,1.2,7.8,0.18,23.4,9.4,0.29,0.02,0.02,0.01,4.2,0.3,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",259.99,"HIGH MG BASALT",44.4,0.56,10.6,1.8,12,0.21,21.9,7,0.43,0.11,0.04,0.01,5.7,1,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5846",302.66,"HIGH MG BASALT",50.1,0.64,11.5,2.4,9.5,0.19,11.4,10.4,3.48,0.14,0.06,0.01,1.8,0.01,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",385.57,"HIGH MG BASALT",48.3,0.39,6.6,1.4,9.3,0.18,24.6,7.9,0.13,0.03,0.03,0.01,5.8,0.9,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",398.67,"HIGH MG BASALT",51.3,0.68,12.4,2.4,9.6,0.21,9.8,9.3,3.74,0.13,0.05,0.01,1.8,0.3,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",406.29,"HIGH MG BASALT",43.2,0.47,10.4,1.9,12.8,0.21,20.5,9,0.53,0.07,0.04,0.01,5.3,0.7,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",559.91,"HIGH MG BASALT",46.8,0.41,7.3,1.7,10.4,0.18,24.2,7.9,0.07,0.02,0.04,0.01,6.2,0.1,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",607.77,"HIGH MG BASALT",49.4,0.2,5.5,1.3,8.8,0.19,23.7,9.3,0.13,0.03,0.02,0.01,5,0.8,"High Mg Basalt"
"KURNALPI","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",615.39,"HIGH MG BASALT",50.4,0.26,5.4,1.3,8.6,0.24,21.1,10.7,0.35,0.05,0.03,0.01,4.4,0.8,"High Mg Basalt"
"KIRKALOCKA","WIDGIEMOOLTHA",121.68,-31.21,374547.6,6546334,51,"KD21",50.59,"HIGH MG BASALTX",44,0.5,10,1.3,11.2,0.09,19.9,2.7,0.6,4.82,0.04,0.01,4.4,0.4,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.67,-31.21,373727.3,6546325,51,"KD12",59.13,"HIGH MG BASALTX",45.1,0.27,6.8,1.1,9.6,0.19,22,7.5,0.15,0.02,0.03,0.01,5.9,0.3,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.67,-31.21,373727.3,6546325,51,"KD12",60.96,"HIGH MG BASALTX",48.3,0.27,5.5,1.1,8.4,0.18,21.6,9.2,0.19,0.04,0.02,0.01,5,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.67,-31.21,373806.6,6546326,51,"KD 1",65.53,"HIGH MG BASALTX",43.5,0.33,7.4,3.4,7.3,0.19,22.5,6.7,0.07,0.12,0.14,0.01,7.7,0.2,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.67,-31.21,373806.6,6546326,51,"KD 1",70.71,"HIGH MG BASALTX",46.4,0.28,6.1,1.9,8.4,0.2,21.7,8.1,0.1,0.1,0.07,0.01,6,0.2,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.67,-31.21,373806.6,6546326,51,"KD 1",78.33,"HIGH MG BASALTX",49.7,0.18,3.8,1.6,6.5,0.19,21.8,9.8,0.07,0.03,0.02,0.01,5.9,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",92.65,"HIGH MG BASALTX",42.9,0.4,9.1,3.8,7.7,0.14,21.2,5,0.22,3.33,0.03,0.01,5.4,0.2,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",93.87,"HIGH MG BASALTX",44.9,0.41,8.9,3.6,7.6,0.15,19.6,4.9,0.26,5.48,0.04,0.01,3.8,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",95.4,"HIGH MG BASALTX",41.2,0.42,9.3,4.4,7.4,0.18,23.4,5.4,0.29,0.68,0.03,0.01,7,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.67,-31.21,374102.2,6545960,51,"KD16",130.75,"HIGH MG BASALTX",43.5,0.45,8.1,2.4,8.2,0.19,20.9,7.3,0.19,0.06,0.03,0.01,8.2,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",199.33,"HIGH MG BASALTX",40.9,0.38,9,1,10.6,0.16,23.5,5.8,0.24,0.08,0.02,0.01,5.8,0.9,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374477.8,6545533,51,"KD14",202.99,"HIGH MG BASALTX",44.3,0.35,7.9,3,8.2,0.19,21.2,7.1,0.12,0.02,0.05,0.01,6.7,0.7,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374477.8,6545533,51,"KD14",206.34,"HIGH MG BASALTX",44.2,0.39,8,3,8.5,0.2,20.6,7.3,0.14,0.14,0.03,0.01,7,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374477.8,6545533,51,"KD14",210.61,"HIGH MG BASALTX",46,0.19,6.6,2.7,8.4,0.19,21.7,7.8,0.14,0.02,0.03,0.01,5.6,0.3,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",241.7,"HIGH MG BASALTX",46.9,0.33,6.5,1,9.2,0.16,22.7,8.6,0.17,0.02,0.37,0.01,4.2,0.2,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",247.8,"HIGH MG BASALTX",43.6,0.37,7.2,3.2,8.6,0.17,23.4,7.2,0.13,0.04,0.41,0.01,5.1,0.1,"High Mg Basalt"
"KOOKYNIE","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",249.63,"HIGH MG BASALTX",46.2,0.24,5.1,5.1,4.7,0.13,27.5,5,0.06,0.03,0.3,0.01,4.8,0.1,"High Mg Basalt"
"KOOKYNIE","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",22.86,"METASEDIMENT",49.6,1.54,15.8,2.2,13.3,0.48,5.7,5.3,1.4,1.08,0.23,0.01,1.7,0.2,"Metasediment"
"KOOKYNIE","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",83.82,"METASEDIMENT",53.1,1.32,18.9,1.1,9.7,0.33,3.6,7.1,4,0.47,0.19,0.01,1,0.2,"Metasediment"
"KOOKYNIE","NORSEMAN",121.8,-32.26,387835.1,6430018,51,"PE6",83.82,"METASEDIMENT",63.9,1.44,15.6,1,7.6,0.21,1.9,5.7,2.1,1.11,0.16,0.01,0.5,0.01,"Metasediment"
"KOOKYNIE","NORSEMAN",121.8,-32.26,387835.1,6430018,51,"PE6",114.3,"METASEDIMENT",40.2,1.83,18.9,2.7,13.4,0.36,3.5,12.5,1.5,0.62,0.28,0.01,1.5,1.1,"Metasediment"
"KOOKYNIE","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",121.92,"METASEDIMENT",70.8,1.11,8.1,0.9,4.9,0.41,3.4,6.4,0.27,0.24,0.18,0.01,2.2,0.2,"Metasediment"
"KOOKYNIE","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",144.78,"METASEDIMENT",51.1,1.39,18.3,0.6,12.1,0.29,4.3,5.5,1.4,0.5,0.2,0.01,3.1,0.1,"Metasediment"
"KOOKYNIE","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",175.26,"METASEDIMENT",53.7,1.46,20.4,0.8,8.4,0.21,3.4,5.2,2.6,2.85,0.22,0.01,1,0.01,"Metasediment"
"KOOKYNIE","NORSEMAN",121.8,-32.26,387835.1,6430018,51,"PE6",175.26,"METASEDIMENT",55.8,1.52,15.3,1.1,10.4,0.31,5.4,3.9,2.6,1.31,0.19,0.01,1.6,0.01,"Metasediment"
"KOOKYNIE","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",205.74,"METASEDIMENT",62.1,1.49,15.4,0.5,9.3,0.3,2.1,5.6,1.8,0.31,0.13,0.01,0.7,0.1,"Metasediment"
"KOOKYNIE","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",213.36,"METASEDIMENT",52.1,2.17,15.9,0.2,13.4,0.52,4.4,3.7,4.7,0.18,0.26,0.01,0.6,0.01,"Metasediment"
"KOOLYANOBBING","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",243.84,"METASEDIMENT",49.5,1.38,11.3,2.4,17,1.15,5.6,8.2,0.64,0.25,0.2,0.01,0.6,0.01,"Metasediment"
"KOOLYANOBBING","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",266.7,"METASEDIMENT",52.3,0.67,15.8,1.6,10.2,0.31,5.2,7.9,0.34,2.05,0.14,0.01,2.8,0.2,"Metasediment"
"KOOLYANOBBING","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",274.32,"METASEDIMENT",61.8,1.46,10.2,0.8,5.7,0.29,2.3,9.9,2.8,0.74,0.23,0.01,3.7,0.6,"Metasediment"
"KURNALPI","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",304.8,"METASEDIMENT",50.5,0.68,14.8,1,11.6,0.31,7.8,8,3,0.14,0.13,0.01,0.9,0.1,"Metasediment"
"KURNALPI","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",335.28,"METASEDIMENT",61.7,1.65,16.7,0.6,6.3,0.22,2.1,6.2,1.8,0.41,0.26,0.01,1.6,0.1,"Metasediment"
"KURNALPI","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",365.76,"METASEDIMENT",46.9,0.64,14.2,1.7,11.1,0.32,9.4,11.1,1.4,0.77,0.14,0.01,1.3,0.6,"Metasediment"
"KURNALPI","NORSEMAN",121.81,-32.26,388018.3,6430020,51,"PE3",585.21,"METASEDIMENT",48.3,0.84,16.1,1.8,9.2,0.2,8.6,11,0.57,1.37,0.21,0.01,1.5,0.4,"Metasediment"
"KURNALPI","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",670.56,"METASEDIMENT",56.2,1.43,15.5,0.5,8.9,0.14,4.9,8.1,0.37,2.12,0.19,0.01,1,0.1,"Metasediment"
"LAVERTON","WIDGIEMOOLTHA",121.68,-31.21,374547.6,6546334,51,"KD21",52.12,"PERIDOTITE",37.9,0.25,5.7,1.1,8.4,0.18,25.5,5.3,0.15,0.02,0.02,0.01,6.6,8.4,"Peridotite"
"LAVERTON","GLENGARRY",118.64,-26.92,663363.8,7021199,50,"GD2",57.6,"PERIDOTITE",43.5,0.54,4.7,4.3,7,0.19,26.7,5,0.14,0.05,0.03,0.01,7.5,0.01,"Peridotite"
"LAVERTON","WIDGIEMOOLTHA",121.53,-31.48,360667.4,6515363,51,"5893",81.38,"PERIDOTITE",46.2,0.33,7.5,1.3,8.8,0.19,27.4,7.2,0.31,0.07,0.02,0.01,4.8,0.4,"Peridotite"
"LEONORA","WIDGIEMOOLTHA",121.53,-31.49,360488.9,6514899,51,"5897",117.95,"PERIDOTITE",44.9,0.23,5,0.9,9.4,0.21,35.2,3.2,0.19,0.02,0.02,0.01,6.4,0.6,"Peridotite"
"(MT)SINGLETON","BOORABBIN",121.43,-31.38,351404.5,6526446,51,"4405",157.27,"PERIDOTITE",47.1,0.33,6.8,1.6,10.5,0.21,27,5.6,0.15,0.03,0.02,0.01,4.7,0.2,"Peridotite"
"(MT)SINGLETON","BOORABBIN",121.43,-31.38,351404.5,6526446,51,"4405",160.32,"PERIDOTITE",48.6,0.38,8,1.5,10,0.22,23.4,7.2,0.28,0.08,0.03,0.01,4.4,0.2,"Peridotite"
"SIR SAMUEL","WIDGIEMOOLTHA",121.53,-31.48,360740.4,6515826,51,"5896",166.42,"PERIDOTITE",42.1,0.22,4.6,0.9,9.2,0.14,39.3,1.6,0.03,0.02,0.03,0.01,11.2,1.1,"Peridotite"
"SIR SAMUEL","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",192.63,"PERIDOTITE",47.6,0.29,7,1.4,9.4,0.18,28.4,4.5,0.12,0.02,0.03,0.01,6,0.6,"Peridotite"
"MARDA","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",253.89,"PERIDOTITE",39.9,0.14,3.2,4.3,3.7,0.07,33,1.9,0.05,0.03,0.14,0.01,5.9,7.6,"Peridotite"
"MARDA","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",257.55,"PERIDOTITE",36.4,0.21,4.6,6.5,5,0.16,27,7.5,0.11,0.04,0.2,0.01,4.2,7.9,"Peridotite"
"MARDA","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",264.56,"PERIDOTITE",38.5,0.11,2.8,4.3,4.4,0.08,36.4,0.5,0.04,0.03,0.09,0.01,9.1,3.7,"Peridotite"
"MARDA","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",270.66,"PERIDOTITE",37.7,0.1,2.3,3.4,4.4,0.07,36.8,0.7,0.04,0.02,0.14,0.01,8.2,5.6,"Peridotite"
"MARDA","WIDGIEMOOLTHA",121.68,-31.21,374362.4,6546332,51,"KD20",285.9,"PERIDOTITE",36.9,0.13,2.8,4.4,4.4,0.11,36,1.1,0.04,0.02,0.09,0.01,8.1,6.3,"Peridotite"
"MARDA EAST","SIR SAMUEL",120.57,-27.43,260244.6,6962725,51,"320D",221,"PERIDOTITE",38.8,0.13,3.4,3.8,5.3,0.15,33.2,2.3,0.03,0.03,0.02,0.01,11.8,0.01,"Peridotite"
"MARDA EAST","SIR SAMUEL",120.57,-27.43,260244.6,6962725,51,"320D",252,"PERIDOTITE",38,0.12,3.2,3.3,5.2,0.11,32.9,2.5,0.02,0.03,0.02,0.01,12.9,0.01,"Peridotite"
"MARDA EAST","LEONORA",121.03,-28.46,307829.7,6849613,51,"DD16",79.8,"PERIDOTITE",45.1,0.32,6.4,2.1,6.9,0.17,24.6,7.5,0.49,0.1,0.03,0.01,6.9,0.6,"Peridotite"
"MARDA EAST","LEONORA",121.03,-28.46,307829.7,6849613,51,"DD16",80.7,"PERIDOTITE",44.6,0.28,6.3,2.8,6.1,0.15,25.9,6.2,0.4,0.1,0.03,0.01,7.5,0.3,"Peridotite"
"MARDA EAST","LEONORA",121.03,-28.46,307829.7,6849613,51,"DD16",81,"PERIDOTITE",43.3,0.27,5.9,3.4,6.4,0.15,26.4,5.2,0.38,0.1,0.03,0.01,8.6,0.3,"Peridotite"
"YALGOO","NORSEMAN",121.8,-32.26,387208.2,6429918,51,"MY2",228.6,"PYROXENITE",50.2,0.46,10.8,0.4,9.9,0.21,17,8.3,0.7,0.09,0.1,0.01,2.4,0.1,"Pyroxenite"
"YALGOO","NORSEMAN",121.8,-32.26,387756.6,6430017,51,"PE7",182.88,"PYROXENITE",49.3,0.3,11.3,0.7,9.5,0.23,15.7,8.5,1,0.18,0.13,0.01,1.9,0.2,"Pyroxenite"
"YALGOO","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",419.1,"PYROXENITE",48.7,0.97,16.2,2.1,10.5,0.19,7.9,9.2,2.7,1.57,0.19,0.01,0.9,0.01,"Pyroxenite"
"YILMIA HILL","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",480.06,"PYROXENITE",49.8,0.57,12.8,1,8.7,0.18,14.2,9.5,1.7,0.18,0.2,0.01,1.2,0.01,"Pyroxenite"
"YILMIA HILL","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",510.54,"PYROXENITE",47.6,1.16,15.6,2,10.5,0.25,7.9,10.4,0.6,2.09,0.26,0.01,1.7,0.01,"Pyroxenite"
"YILMIA HILL","NORSEMAN",121.81,-32.26,388018.3,6430020,51,"PE3",554.73,"PYROXENITE",48.5,0.3,10.4,0.8,10.1,0.19,19.7,5.9,0.18,0.6,0.13,0.01,3.5,0.01,"Pyroxenite"
"YILMIA HILL","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",731.52,"PYROXENITE",52.5,0.4,14.6,0.7,8.1,0.16,12.5,8.7,0.76,0.5,0.18,0.01,1.2,0.1,"Pyroxenite"
"YILMIA HILL","NORSEMAN",121.81,-32.26,387913.6,6430019,51,"PE5",762,"PYROXENITE",53.7,0.44,12.9,0.9,8.9,0.2,13.9,8.2,1.1,0.4,0.15,0.01,0.8,0.01,"Pyroxenite"
"YALGOO","WIDGIEMOOLTHA",121.51,-31.39,358462,6526205,51,"3303",92.96,"Spinel PERIDOTITE",44.6,0.32,6.1,1.6,10.8,0.21,30.5,4.7,0.33,0.02,0.06,0.01,6,0.3,"Spinel Peridotite"
