ID,Country,State,Longitude,Latitude,Type,Rock,RockID,SiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,TiO2,CO2,H2O,As,Ba,Ce,Co,Cr,Cu,La,Ni,Pb,Sr,V,Y,Zn
C212083,USA,AK,-148.251,62.77,mafic,gabbro,gabbro,47.8,15.7,10.8,0.18,8.19,11.3,1.77,0.63,0.07,0.52,0.01,2.07,10,260,6,42,56,87,3,85,4,344,257,13,71
C212085,USA,AK,-148.278,62.668,mafic,gabbro,gabbro,49.4,14.2,12.1,0.18,6.64,10.4,3.22,0.14,0.16,1.79,0.01,1.53,10,80,17,39,155,173,8,91,4,248,345,20,95
C212087,USA,AK,-148.43,62.706,mafic,gabbro,gabbro,58.1,16.5,7.5,0.17,2.81,2.98,5.72,2,0.49,0.79,0.11,1.6,10,372,39,13,7,25,20,5,4,421,143,21,95
C212088,USA,AK,-148.174,62.708,mafic,basalt,basalt,48.7,13.5,13.4,0.2,6.26,9.21,3.3,0.52,0.19,1.88,0.01,1.47,10,158,19,43,37,100,9,67,4,234,133,22,105
C212092,USA,AK,-148.689,62.792,intermediate,dacite,dacite,54.3,17.8,8.15,0.13,3.38,8.29,3.03,1.04,0.28,1.16,0.38,1.33,11,552,28,16,19,13,13,7,4,539,185,17,118
C212093,USA,AK,-148.601,62.824,intermediate,dacite,dacite,52.4,16.5,9.18,0.14,4.31,7.88,2.66,1.28,0.25,1.34,0.9,1.87,10,480,26,20,27,19,12,9,4,472,277,15,105
C212095,USA,AK,-148.804,62.814,intermediate,dacite,dacite,58.6,15.4,7.5,0.13,1.88,4.26,3.5,3.06,0.35,1.16,1.89,1.53,10,964,49,11,8,20,24,11,21,442,157,21,115
C212096,USA,AK,-148.784,62.789,mafic,basalt,basalt,47,17.6,10.7,0.16,8.56,9.1,2.86,0.17,0.13,1.16,0.19,2,10,52,7,42,55,78,3,119,4,165,163,24,74
C212097,USA,AK,-148.721,62.76,felsic,rhyolite,rhyolite,75.3,12.6,1.46,0.01,0.1,0.71,3.76,4.33,0.05,0.12,0.01,0.6,10,1710,57,4,4,6,36,6,10,49,13,41,35
C212099,USA,AK,-148.721,62.76,mafic,basalt,basalt,45.5,15.2,14.2,0.23,7.01,9.07,3.18,0.54,0.73,2.73,0.01,1.47,10,2260,36,39,75,43,16,48,4,328,235,42,132
C212100,USA,AK,-148.879,62.971,felsic,rhyolite,rhyolite,72.4,13.9,2.57,0.05,0.1,0.9,3.5,4.84,0.05,0.24,0.01,0.67,10,2070,84,2,4,7,46,3,15,156,6,41,118
C212101,USA,AK,-148.89,62.973,mafic,gabbro,gabbro,59.3,15.4,10.8,0.22,1.66,5.57,3.67,2.08,0.48,1.22,0.01,0.6,10,990,46,10,8,6,23,4,4,481,126,25,137
C212104,USA,AK,-148.069,62.734,mafic,gabbro,gabbro,48.4,15.1,12.9,0.19,6.7,9.88,3.42,0.07,0.12,0.89,0.01,1.87,10,68,5,44,22,224,2,62,4,84,341,27,97
C212106,USA,AK,-148.401,62.664,mafic,gabbro,gabbro,42.1,8.05,11.1,0.17,23.7,6.47,0.15,0.03,0.05,0.29,0.02,4.73,10,8,5,81,1140,75,2,800,4,10,153,9,69
C212107,USA,AK,-149.132,62.915,felsic,granite,granite,70.7,14.9,2.3,0.04,0.6,1.92,3.48,4.39,0.16,0.4,0.05,0.47,10,1250,50,3,14,5,26,9,12,379,21,6,84
C212113,USA,AK,-148.751,62.61,mafic,gabbro,gabbro,53.2,14.4,8.9,0.16,7.57,8.98,2.35,0.8,0.08,0.52,0.04,2.2,10,684,6,31,134,68,3,89,4,197,219,16,72
C212114,USA,AK,-148.751,62.61,mafic,gabbro,gabbro,52.9,14.5,8.35,0.15,6.66,9.29,2.46,1.11,0.08,0.52,0.13,2.33,10,1910,6,29,105,69,3,69,4,182,220,17,68
C212116,USA,AK,-148.757,62.418,felsic,rhyolite,rhyolite,60.7,14.8,6.34,0.11,2.32,4.18,3.63,1.15,0.22,0.78,2.42,2.27,10,466,33,14,21,14,16,15,4,132,106,28,72
C212125,USA,AK,-148.114,62.725,mafic,basalt,basalt,51.4,17.2,9.17,0.15,6.52,7.97,4.77,0.09,0.06,0.37,0.02,1.87,10,39,5,34,101,63,2,79,4,216,211,14,64
C212126,USA,AK,-148.112,62.724,mafic,gabbro,gabbro,49.1,14.3,12.9,0.2,5.37,9.77,3.41,0.09,0.25,1.99,0.02,1.67,10,38,24,37,58,242,10,59,4,140,312,26,102
C212127,USA,AK,-148.099,62.716,mafic,gabbro,gabbro,49,13.4,13.7,0.18,6.24,9.52,3.42,0.13,0.23,1.96,0.01,1.47,10,64,21,39,41,136,10,61,4,204,286,26,99
C212130,USA,AK,-148.408,62.652,mafic,basalt,basalt,50.6,17.7,9.23,0.17,6.4,8.67,4.05,0.39,0.06,0.38,0.01,1.73,10,73,5,34,38,60,2,78,4,318,219,15,62
C212131,USA,AK,-148.418,62.655,mafic,gabbro,gabbro,48.7,13.8,9.51,0.16,11.8,11.1,1.35,0.21,0.07,0.37,0.01,2,10,75,5,44,365,89,2,267,4,97,210,13,64
C212132,USA,AK,-148.436,62.667,mafic,basalt,basalt,47.8,11.2,11,0.22,13.9,10.9,1.16,0.24,0.07,0.41,0.01,2.2,10,64,5,51,522,79,2,318,4,100,216,12,67
C212134,USA,AK,-148.347,62.647,intermediate,andesite,andesite,52.1,14.1,8.89,0.18,8.19,10.8,1.42,0.27,0.05,0.3,0.69,1.8,10,66,5,35,136,89,2,106,4,123,233,14,62
C212136,USA,AK,-149.08,63.176,intermediate,andesite,andesite,52.8,16.4,10.4,0.17,4.26,7.93,3.49,1.3,0.38,1.61,0.79,0.53,10,550,38,25,59,14,18,9,4,464,219,28,106
C212138,USA,AK,-147.77,63.002,mafic,gabbro,gabbro,48.3,18.2,7.47,0.12,8.49,13.2,1.6,0.25,0.08,0.64,0.01,1.07,10,143,8,37,100,164,4,176,4,298,175,9,55
C212140,USA,AK,-148.131,62.711,mafic,gabbro,gabbro,48.7,14.6,11.5,0.17,7.72,9.69,3.17,0.16,0.15,1.33,0.01,1.73,10,113,14,38,192,107,7,103,4,217,234,20,88
C212141,USA,AK,-148.67,62.775,intermediate,dacite,dacite,59.1,16.9,7.11,0.11,2.19,5.69,3.35,2.23,0.25,0.94,0.25,1.33,10,837,36,12,19,14,18,8,6,476,134,21,106
C212142,USA,AK,-148.648,62.773,felsic,granite,granite,70.7,15.2,2.5,0.05,0.26,1.7,4.12,3.37,0.12,0.25,0.02,0.67,10,1300,58,2,8,2,31,4,13,396,12,8,75
C212144,USA,AK,-148.49,62.651,intermediate,andesite,andesite,55.3,16.3,7.14,0.16,5.06,6.4,4.54,0.55,0.24,0.65,0.9,1.47,10,347,24,20,62,37,13,34,4,441,186,14,69
C212147,USA,AK,-149.101,62.937,mafic,basalt,basalt,49.8,13.5,13.1,0.27,6.56,11.7,2.53,0.18,0.16,1.75,0.02,0.87,10,121,11,44,68,99,5,65,4,230,260,30,98
C212148,USA,AK,-148.194,62.769,mafic,basalt,basalt,48.4,13.8,14.2,0.16,6.62,7.97,1.03,0.38,0.18,1.94,0.01,3.87,10,124,19,45,63,215,8,72,4,274,243,25,108
C212155,USA,AK,-148.78595,62.47853,intermediate,dacite,dacite,74.3,13.3,2.04,0.04,0.15,1.23,3.46,2.76,0.05,0.22,0.01,1.07,10,699,41,2,4,5,20,3,5,68,8,28,48
C212170,USA,AK,-148.169,62.627,mafic,gabbro,gabbro,40.2,20.6,13.3,0.12,7.24,14.1,1.24,0.53,0.06,1.33,0.05,0.73,10,140,5,37,5,6,2,20,4,625,392,11,61
C212173,USA,AK,-148.418,62.638,mafic,gabbro,gabbro,51,14.7,11.9,0.2,6.65,7.91,4.13,0.25,0.15,0.9,0.01,1.73,10,251,11,40,40,147,6,53,4,364,331,22,83
C218866,USA,AZ,-110.97564,33.09491,felsic,granite,granite,71.21,13.35,3.79,0.05,0.64,0.35,1.03,5.39,0.14,0.4,0.01,1.79,10,468,91,27,11,8420,40,5.9,23,52,28,59,59
C218867,USA,AZ,-110.97567,33.0948,felsic,granite,granite,73.11,12.05,5.61,0.03,0.47,0.18,0.73,4.78,0.13,0.36,0.01,1.21,10,406,56,32,12,1420,29,6.1,15,38,30,26,26
C218871,USA,AZ,-110.97379,33.09241,felsic,granite,granite,71.2,13.59,1.81,0.98,0.6,0.27,0.67,6.26,0.12,0.37,0.02,1.79,10,519,67,103,1.6,5790,24,8.4,27,55,22,35,109
C218877,USA,AZ,-110.98415,33.0757,felsic,granite,granite,71.82,14.86,1.45,0.35,0.47,0.51,2.75,4.73,0.06,0.28,0.07,1.88,10,294,59,44,1.4,12,15,7.4,21,70,15,52,80
C218880,USA,AZ,-110.98333,33.07382,felsic,granite,granite,75.25,12.52,2.95,0.01,0.44,0.04,0.68,4.44,0.03,0.42,0.01,0.96,10,574,33,8.5,2.7,5.3,16,4.3,11,28,55,10,11
D218529,USA,AK,-147.36667,61.86667,intermediate,andesite,andesite,52,15.6,9.01,0.145,3.6,6.26,2.94,1.08,0.33,1.01,0.73,4.27,40,580,100,19,110,71,56,82,40,160,180,29,57
D218530,USA,AK,-147.36944,61.86389,intermediate,andesite,andesite,51.3,15.8,9,0.164,3.2,5.94,6.04,0.75,0.26,0.81,3.32,2.08,40,580,100,19,110,71,56,82,40,160,180,29,57
D218531,USA,AK,-147.425,61.84722,intermediate,andesite,andesite,54.9,10.9,2.58,0.129,1,13.8,5.39,0.08,0.3,0.57,9.74,0.55,40,580,100,19,110,71,56,82,40,160,180,29,57
D218534,USA,AK,-147.69028,61.8,intermediate,dacite,dacite,67.9,13.4,4.46,0.11,1.5,2.49,4.95,0.96,0.09,0.48,1.32,1.07,40,580,100,19,110,71,56,82,40,160,180,29,57
D218535,USA,AK,-148.40833,61.88333,intermediate,dacite,dacite,50.8,18.6,9.83,0.133,4,9.12,3.89,0.53,0.19,1.06,0.1,1.19,40,580,100,19,110,71,56,82,40,160,180,29,57
D218537,USA,AK,-147.47083,61.84861,intermediate,andesite,andesite,58.6,17.3,7.07,0.159,2.1,2.68,5.88,1.96,0.26,0.98,0.25,1.19,40,580,100,19,110,71,56,82,40,160,180,29,57
D218539,USA,AK,-147.56667,61.96667,intermediate,andesite,andesite,51.8,17.7,9.85,0.167,4.8,9.81,2.95,0.77,0.18,0.92,0.1,0.8,40,580,100,19,110,71,56,82,40,160,180,29,57
D218544,USA,AK,-141.95556,61.20278,mafic,basalt,basalt,46.3,12.9,9.78,0.158,10.2,9.64,1.91,2.81,0.43,0.87,0.3,2.21,40,580,100,19,110,71,56,82,40,160,180,29,57
D218545,USA,AK,-141.95,61.20278,intermediate,andesite,andesite,53.4,17.2,8.19,0.108,4.3,6.6,5.19,0.61,0.2,0.75,0.29,1.67,40,580,100,19,110,71,56,82,40,160,180,29,57
D218548,USA,AK,-142.1333,61.52917,mafic,basalt,basalt,53.7,13.4,6.73,0.132,2.6,9.26,5.37,0.84,0.41,1.29,5.39,0.79,40,580,100,19,110,71,56,82,40,160,180,29,57
D218550,USA,AK,-142.15,61.50556,mafic,gabbro,gabbro,49.5,15.4,14.5,0.175,3.7,9.4,3.15,0.32,0.24,2.22,0.31,1.76,40,580,100,19,110,71,56,82,40,160,180,29,57
D218551,USA,AK,-142.0625,61.3,mafic,gabbro,gabbro,50.4,14.1,11.7,0.172,6.3,12,2.73,0.34,0.19,1.68,0.04,0.57,40,580,100,19,110,71,56,82,40,160,180,29,57
D227045,USA,NA,-112.2,38.48333,felsic,granite,granite,53.7,19.3,5.18,0.22,1.2,1.26,0.2,11.6,0.3,0.81,0.91,1.16,50,360,100,24,190,92,50,130,30,190,450,40,370
D227046,USA,NA,-112.2,38.48333,felsic,granite,granite,67.4,13.1,4.03,0.05,0.97,0.54,1,7.12,0.2,0.63,0.15,0.91,50,360,100,24,190,92,50,130,30,190,450,40,370
D227047,USA,NA,-112.2,38.48333,felsic,granite,granite,68.4,13.9,2.34,0.05,0.86,1.58,2.1,6.12,0.1,0.34,0.99,0.94,50,360,100,24,190,92,50,130,30,190,450,40,370
D236052,USA,NM,-107.33917,33.67417,felsic,rhyolite,rhyolite,75.6,11.3,1.69,0.07,0.29,0.56,3.21,4.91,0.07,0.4,0.01,0.66,10,290,22,4,71,21,17,51,9,240,160,13,80
D236053,USA,NM,-107.34306,33.67333,felsic,rhyolite,rhyolite,75.7,11.1,2.76,0.25,0.11,0.04,4.36,4.5,0.05,0.18,0.01,0.17,10,290,22,4,71,21,17,51,9,240,160,13,80
D236054,USA,NM,-107.38222,33.47333,felsic,rhyolite,rhyolite,79.8,10.7,0.71,0.02,0.19,0.04,0.26,6.13,0.05,0.12,0.01,0.62,10,290,22,4,71,21,17,51,9,240,160,13,80
D236055,USA,NA,-111.83333,31.37417,felsic,rhyolite,rhyolite,79.6,10.6,1.12,0.02,0.22,0.05,0.15,4.67,0.05,0.16,0.01,0.83,10,290,22,4,71,21,17,51,9,240,160,13,80
D236058,USA,NA,-109.39444,31.3575,felsic,rhyolite,rhyolite,76,13.4,1.36,0.02,0.78,0.22,0.28,2.95,0.05,0.2,0.05,2.01,10,290,22,4,71,21,17,51,9,240,160,13,80
D236059,USA,NM,-108.82306,33.42194,felsic,rhyolite,rhyolite,70,13,1.65,0.1,1,1.88,1.99,6.35,0.05,0.23,1.22,0.76,10,290,22,4,71,21,17,51,9,240,160,13,80
D236060,USA,NA,-109.79722,31.90694,felsic,rhyolite,rhyolite,76.3,12.1,0.93,0.1,0.14,0.02,0.16,9.11,0.05,0.03,0.02,0.33,10,290,22,4,71,21,17,51,9,240,160,13,80
D236061,USA,NA,-111.255,31.4925,felsic,rhyolite,rhyolite,80.1,10.9,4.75,0.02,0.1,0.02,0.15,0.09,0.05,0.07,0.01,1.95,10,290,22,4,71,21,17,51,9,240,160,13,80
D236062,USA,NA,-109.79722,31.90694,felsic,rhyolite,rhyolite,74.7,12.4,1.1,0.06,0.1,0.22,0.16,9.96,0.09,0.03,0.01,0.2,10,290,22,4,71,21,17,51,9,240,160,13,80
D236063,USA,NA,-109.39444,31.3575,felsic,rhyolite,rhyolite,75.1,12.9,1.28,0.02,0.36,0.33,2.27,5.44,0.05,0.19,0.01,0.81,10,290,22,4,71,21,17,51,9,240,160,13,80
D236064,USA,NA,-111.255,31.4925,felsic,granite,granite,74.3,13.2,2.05,0.04,0.46,0.17,3.37,4.76,0.05,0.24,0.01,0.42,10,290,22,4,71,21,17,51,9,240,160,13,80
D236065,USA,NA,-111.255,31.4925,felsic,rhyolite,rhyolite,70.8,14.5,2.27,0.03,0.66,1.68,3.86,3.67,0.09,0.35,0.45,0.71,10,290,22,4,71,21,17,51,9,240,160,13,80
D236066,USA,NA,-111.83333,31.37417,felsic,rhyolite,rhyolite,75.9,12.5,1.5,0.02,0.26,0.16,2.12,5.5,0.05,0.18,0.01,0.69,10,290,22,4,71,21,17,51,9,240,160,13,80
D236067,USA,NA,-111.22833,31.86,felsic,rhyolite,rhyolite,74.5,14.1,1.25,0.02,0.29,0.18,1.8,5.41,0.05,0.17,0.01,0.86,10,290,22,4,71,21,17,51,9,240,160,13,80
D236072,USA,NM,-109.04722,33.09917,felsic,rhyolite,rhyolite,78.9,10.2,0.86,0.05,0.12,0.48,3.08,3.55,0.05,0.15,0.01,1.02,10,290,22,4,71,21,17,51,9,240,160,13,80
D236073,USA,NM,-107.3175,33.61806,felsic,rhyolite,rhyolite,76.5,10.8,2.56,0.05,0.1,0.02,3.88,4.59,0.05,0.17,0.01,0.17,10,290,22,4,71,21,17,51,9,240,160,13,80
D236074,USA,NM,-107.38222,33.47333,felsic,rhyolite,rhyolite,75.3,12.8,0.48,0.02,0.26,0.15,0.75,6.84,0.05,0.42,0.01,0.95,10,290,22,4,71,21,17,51,9,240,160,13,80
D236075,USA,NA,-109.77361,31.91111,felsic,rhyolite,rhyolite,74.3,12.6,1.01,0.04,0.11,0.5,0.46,9.43,0.05,0.02,0.01,0.14,10,290,22,4,71,21,17,51,9,240,160,13,80
D236078,USA,NA,-111.83333,31.37417,felsic,rhyolite,rhyolite,75.9,12.5,0.68,0.02,0.2,0.12,1.57,6.34,0.05,0.17,0.01,0.62,10,290,22,4,71,21,17,51,9,240,160,13,80
D236080,USA,NA,-109.39444,31.3575,felsic,rhyolite,rhyolite,72.7,9.83,2.14,0.02,0.6,4.16,0.15,1.34,0.05,0.13,3,2.69,10,290,22,4,71,21,17,51,9,240,160,13,80
D236081,USA,NM,-107.38222,33.47333,felsic,rhyolite,rhyolite,63.4,16.2,4.35,0.09,1.68,1.22,3.67,3.65,0.43,0.88,0.02,2.09,10,290,22,4,71,21,17,51,9,240,160,13,80
D236084,USA,NA,-109.79722,31.90694,felsic,rhyolite,rhyolite,75.7,12.3,0.84,0.03,0.1,0.02,0.22,9.63,0.05,0.02,0.01,0.29,10,290,22,4,71,21,17,51,9,240,160,13,80
D236087,USA,NA,-111.22833,31.86,felsic,rhyolite,rhyolite,75.9,13.3,0.64,0.08,0.11,0.13,4.32,4,0.05,0.24,0.01,0.27,10,290,22,4,71,21,17,51,9,240,160,13,80
D236088,USA,NA,-111.22833,31.86,felsic,rhyolite,rhyolite,74.9,13.6,1.29,0.06,0.31,0.7,2.64,3.97,0.05,0.16,0.44,0.77,10,290,22,4,71,21,17,51,9,240,160,13,80
D236092,USA,NA,-109.77361,31.91111,felsic,rhyolite,rhyolite,76.1,12.2,0.71,0.03,0.1,0.28,1.9,6.84,0.05,0.02,0.02,0.29,10,290,22,4,71,21,17,51,9,240,160,13,80
D236093,USA,NA,-109.39583,31.37361,felsic,rhyolite,rhyolite,75.2,12.3,1.06,0.03,0.41,0.58,2.43,5.2,0.05,0.13,0.01,0.94,10,290,22,4,71,21,17,51,9,240,160,13,80
D236608,USA,WA,-122.18333,46.48333,mafic,basalt,basalt,51.8,17.9,9.27,0.12,4.68,9.16,3.14,0.55,0.25,1.51,0.13,1.18,10,170,34,33,140,160,17,120,13,320,200,34,100
D236609,USA,WA,-122.11667,46.45,intermediate,dacite,dacite,71.3,13.3,3.88,0.07,0.88,1.97,3.24,1.71,0.11,0.56,0.01,1.92,20,330,59,7,4,40,25,2,23,160,24,44,60
D236610,USA,WA,-122.08333,46.26667,intermediate,andesite,andesite,58.4,16.2,7.87,0.12,2.6,6.51,3.6,0.99,0.34,1.27,0.02,1.52,10,330,50,26,42,130,26,30,30,320,120,47,100
D236611,USA,WA,-122.06667,46.25,intermediate,dacite,dacite,63.8,13.5,5.97,0.16,0.65,5.04,3.21,0.5,0.14,0.62,0.06,3.28,10,400,57,5,2,28,27,2,13,530,11,61,140
D236612,USA,WA,-122.2,46.5,felsic,rhyolite,rhyolite,67.4,13.9,4.97,0.11,0.76,2.28,4.47,1.99,0.14,0.61,2.69,0.5,10,390,68,6,2,33,29,2,13,140,4,52,110
D236724,USA,WA,-122.08333,46.25,intermediate,dacite,dacite,65.4,16.8,3.92,0.06,1.29,3.93,4.7,1.52,0.14,0.49,0.01,0.59,10,380,26,9,9,17,14,7,8,440,40,11,54
D236725,USA,WA,-122.08333,46.25,intermediate,dacite,dacite,65.3,16.9,3.9,0.06,1.27,3.92,4.67,1.53,0.14,0.48,0.01,0.68,10,380,25,8,8,17,14,6,8,440,40,11,53
D236726,USA,WA,-122.08333,46.25,intermediate,dacite,dacite,64.7,16.9,4.09,0.06,1.42,4.15,4.67,1.49,0.15,0.53,0.01,0.67,10,360,24,9,10,15,14,8,7,440,46,11,52
D236735,USA,WA,-122.08333,46.25,intermediate,dacite,dacite,65.4,16.8,3.86,0.06,1.29,3.83,4.64,1.55,0.15,0.48,0.01,0.79,10,380,25,9,8,16,14,6,8,440,39,11,55
D236736,USA,WA,-122.08333,46.25,intermediate,dacite,dacite,65.2,16.9,3.81,0.06,1.27,3.92,4.65,1.52,0.15,0.47,0.01,0.62,10,380,26,9,8,15,14,5,8,450,39,11,53
D236738,USA,WA,-122.08333,46.25,intermediate,dacite,dacite,65.5,16.6,3.94,0.06,1.31,3.98,4.55,1.54,0.14,0.5,0.01,0.74,10,370,25,9,8,14,14,7,10,430,42,11,51
D236751,USA,WA,-122.08333,46.25,intermediate,andesite,andesite,58.4,17.4,6.44,0.09,3.56,6.36,4.33,1.32,0.29,1.1,0.01,0.27,10,310,30,20,82,41,17,44,5,540,110,14,58
D240056,USA,WA,-122.20833,46.23333,intermediate,dacite,dacite,63.4,17.6,4.93,0.07,2.11,5.11,4.56,1.4,0.15,0.64,0.02,0.1,10,270,22,14,11,36,11,9,10,460,79,11,63
D240057,USA,WA,-122.18333,46.23333,intermediate,dacite,dacite,63.1,17.6,5.07,0.08,2.26,5.3,4.45,1.27,0.14,0.66,0.01,0.21,10,280,20,13,8,27,9,10,10,470,81,10,59
D240058,USA,WA,-122.16667,46.21667,intermediate,dacite,dacite,63.2,17.8,4.77,0.07,2.02,5.13,4.46,1.29,0.16,0.6,0.01,0.27,10,290,19,12,7,28,9,7,10,480,73,10,61
D240060,USA,WA,-122.13333,46.175,intermediate,dacite,dacite,63.5,17.8,4.8,0.07,2.08,5.16,4.42,1.33,0.14,0.62,0.01,0.07,10,270,19,12,2,24,9,4,10,450,62,10,53
D240061,USA,WA,-122.28333,46.15,intermediate,dacite,dacite,65.2,17.1,4.71,0.07,1.91,4.58,4.69,1.5,0.17,0.64,0.01,0.08,10,300,27,12,19,24,13,12,10,470,63,13,64
D240062,USA,WA,-122.30833,46.14167,intermediate,dacite,dacite,64.8,17.2,4.25,0.07,1.57,4.41,4.73,1.48,0.16,0.57,0.01,0.75,10,330,26,9,10,27,11,7,10,450,51,11,58
D240063,USA,WA,-122.175,46.21667,intermediate,dacite,dacite,68.5,16.4,3.43,0.06,0.94,3.25,4.82,1.84,0.13,0.38,0.01,0.13,10,390,30,6,4,14,14,4,10,360,22,12,54
D240073,USA,WA,-122.28333,46.15,intermediate,dacite,dacite,65.1,16.9,4.7,0.07,1.94,4.75,4.72,1.53,0.18,0.65,0.01,0.05,10,340,27,12,21,24,12,13,10,450,63,12,61
D240074,USA,WA,-122.18333,46.2,intermediate,dacite,dacite,63.5,17.7,4.91,0.07,2.07,5.11,4.46,1.33,0.14,0.62,0.01,0.07,10,290,21,13,2,15,9,6,10,480,78,10,60
D240084,USA,WA,-122.16667,46.15833,intermediate,andesite,andesite,57.5,17.6,7.14,0.1,4.25,6.79,4.18,1.29,0.32,1.07,0.01,0.15,10,290,33,23,41,65,15,47,10,550,140,15,76
D240086,USA,WA,-122.26667,46.14167,intermediate,andesite,andesite,57.5,18.2,7.26,0.11,3.86,6.92,4.04,1.14,0.2,0.96,0.01,0.12,10,240,28,24,15,54,12,37,10,540,140,14,73
D241830,USA,MT,-113.84944,45.52639,felsic,granite,granite,73.1,15,1.02,0.02,0.34,2.38,4.1,2.49,0.07,0.13,0.1,0.17,40,180,28,31,5,1,2,18,57,35,30000,14,5
D241832,USA,MT,-113.98611,45.83611,felsic,granite,granite,73.3,14.8,1.11,0.02,0.31,2.09,3.96,2.93,0.05,0.12,0.04,0.14,40,180,28,31,5,1,2,18,57,35,30000,14,5
D242374,USA,ID,-114.73972,44.43583,felsic,rhyolite,rhyolite,86.6,7.79,0.6,0.02,0.32,0.02,0.15,2.09,0.05,0.12,0.01,0.82,50,340,58,22,75,110,33,130,40,71,670,25,130
D242376,USA,ID,-114.73389,44.43472,felsic,rhyolite,rhyolite,80.5,12.8,0.62,0.02,0.27,0.05,0.15,1.79,0.05,0.13,0.01,1.33,50,340,58,22,75,110,33,130,40,71,670,25,130
D242377,USA,ID,-114.74556,44.44167,felsic,rhyolite,rhyolite,88.7,5.4,1.51,0.11,0.21,0.05,0.15,1.38,0.26,0.03,0.01,0.61,50,340,58,22,75,110,33,130,40,71,670,25,130
D242378,USA,ID,-114.73972,44.43333,felsic,rhyolite,rhyolite,67.5,13,3.17,0.18,0.89,3.34,2.94,3.54,0.12,0.36,2.38,1.03,50,340,58,22,75,110,33,130,40,71,670,25,130
D242379,USA,ID,-114.73806,44.43472,felsic,rhyolite,rhyolite,83.7,9.98,0.56,0.05,0.26,0.02,0.15,2.51,0.05,0.09,0.01,1.02,50,340,58,22,75,110,33,130,40,71,670,25,130
D242380,USA,ID,-114.73389,44.43194,felsic,rhyolite,rhyolite,81.7,11,0.64,0.04,0.33,0.02,0.15,2.42,0.05,0.11,0.01,1.34,50,340,58,22,75,110,33,130,40,71,670,25,130
D242381,USA,ID,-114.74167,44.42639,felsic,rhyolite,rhyolite,76,12,2.27,0.09,0.1,0.05,3.23,4.43,0.05,0.1,0.01,0.45,50,340,58,22,75,110,33,130,40,71,670,25,130
D242382,USA,ID,-114.73972,44.42778,felsic,rhyolite,rhyolite,84.6,9.16,0.85,0.06,0.21,0.05,0.15,1.29,0.05,0.11,0.01,1.45,50,340,58,22,75,110,33,130,40,71,670,25,130
D242383,USA,ID,-114.74167,44.42917,felsic,rhyolite,rhyolite,95.5,0.67,0.79,0.1,0.1,0.02,0.15,0.02,0.19,0.98,0.01,0.21,50,340,58,22,75,110,33,130,40,71,670,25,130
D242384,USA,ID,-114.73389,44.43611,felsic,rhyolite,rhyolite,83.6,10,0.62,0.05,0.27,0.04,0.15,2.38,0.05,0.09,0.01,0.89,50,340,58,22,75,110,33,130,40,71,670,25,130
D242385,USA,ID,-114.73694,44.43806,felsic,rhyolite,rhyolite,79.4,10.5,3.14,0.02,0.39,0.02,0.15,2.93,0.07,0.22,0.01,1.14,50,340,58,22,75,110,33,130,40,71,670,25,130
D242398,USA,MT,-113.03194,46.32778,felsic,granite,granite,72,15.9,1.14,0.04,0.34,1.86,4.07,3.79,0.07,0.13,0.01,0.2,50,340,58,22,75,110,33,130,40,71,670,25,130
D242400,USA,MT,-113.17778,46.04306,felsic,granite,granite,72.5,15.3,1.24,0.05,0.37,1.26,4.05,4.04,0.09,0.16,0.01,0.17,50,340,58,22,75,110,33,130,40,71,670,25,130
D242405,USA,MT,-113.08444,46.09306,felsic,granite,granite,73.2,15,0.95,0.04,0.31,1.26,4.31,3.64,0.06,0.11,0.01,0.17,50,340,58,22,75,110,33,130,40,71,670,25,130
D242406,USA,MT,-112.97083,46.0625,felsic,granite,granite,64.5,15.7,4.9,0.07,2.12,4.26,2.91,3.87,0.2,0.53,0.09,0.32,50,340,58,22,75,110,33,130,40,71,670,25,130
D242648,USA,MT,-111.45472,45.26667,intermediate,dacite,dacite,63.2,16.4,4.56,0.06,2.52,3.96,4.32,2.39,0.18,0.49,0.01,0.66,50,340,58,22,75,110,33,130,40,71,670,25,130
D243055,USA,AK,-143.5,62.25,intermediate,dacite,dacite,64.5,16.7,4.35,0.08,2.47,4.97,3.98,1.69,0.15,0.53,0.01,0.04,10,310,22,12,17,37,13,12,4,470,93,13,54
D243056,USA,AK,-143.5,62.25,felsic,rhyolite,rhyolite,65.4,15.3,3.38,0.06,2.09,3.73,3.36,3.72,0.21,0.58,0.01,0.72,10,310,22,12,17,37,13,12,4,470,93,13,54
D243058,USA,AK,-143.5,62.25,intermediate,andesite,andesite,53.1,17.6,7.87,0.14,6.61,8.43,3.43,1.15,0.32,1.08,0.01,0.15,10,310,22,12,17,37,13,12,4,470,93,13,54
D243060,USA,AK,-143.97,62.37167,intermediate,dacite,dacite,69.9,14.5,3.4,0.12,0.14,0.83,5.41,4.11,0.05,0.25,0.01,0.06,10,310,22,12,17,37,13,12,4,470,93,13,54
D243699,USA,MT,-113.875,46.25,ultramafic,pyroxenite,pyroxenite,39.5,5.49,22.9,0.49,5.15,17,1.28,1.14,1.13,4.54,0.01,0.59,10,1400,495,37,20,160,163,11,17,1000,780,138,100
