ID,Country,State,Longitude,Latitude,Type,Rock,RockID,SiO2,Al2O3,Fe2O3,MnO,MgO,CaO,Na2O,K2O,P2O5,TiO2,CO2,H2O,As,Ba,Ce,Co,Cr,Cu,La,Ni,Pb,Sr,V,Y,Zn
C100668,USA,MI,-88.61555,48.09889,mafic,basalt,basalt,49.9,12.8,15.1,0.22,4.72,8.86,2.47,0.96,0.3,2.5,0.03,1.47,10,352,79,45,81,87,31,53,29,222,399,50,125
C100674,USA,MI,-88.45777,48.16944,felsic,rhyolite,rhyolite,60.5,14.3,6.68,0.1,3.56,2.73,5.1,2.29,0.11,0.9,0.06,1.73,10,846,123,23,82,37,50,86,22,340,115,75,71
C100675,USA,MI,-88.44167,48.175,mafic,basalt,basalt,48.8,16.3,12,0.16,4.3,6.84,4.16,1.45,0.24,1.96,0.02,2.27,10,493,54,34,98,74,20,37,21,443,270,35,92
C100676,USA,MI,-88.43194,48.17944,mafic,basalt,basalt,47.9,12.7,16.6,0.26,4.61,8.78,2.31,0.91,0.36,2.96,0.05,1.6,10,426,88,47,90,128,33,52,30,214,404,56,143
C100677,USA,MI,-88.44972,48.16333,mafic,basalt,basalt,47,16.6,11,0.13,5.39,9.1,4.17,0.14,0.19,1.51,0.08,2.87,10,37,36,40,165,44,14,63,21,144,281,28,97
C100680,USA,MI,-89.14916,47.92361,mafic,basalt,basalt,46.7,15.3,12.5,0.2,7.32,6.94,4.02,0.51,0.18,1.51,0.02,2.8,10,311,37,51,141,17,16,168,21,439,285,24,92
C100684,USA,MI,-88.33584,47.93222,felsic,rhyolite,rhyolite,62.8,13.1,7.3,0.11,2.67,2.66,3.6,3.65,0.14,0.98,0.02,1.2,10,1150,149,23,49,71,66,48,24,177,124,53,90
C100685,USA,MI,-89.04166,47.93611,mafic,basalt,basalt,48.4,16.4,12.7,0.18,4.4,7.15,3.96,1.44,0.26,2.11,0.03,2.07,10,311,53,37,82,55,20,42,26,411,301,36,96
C100687,USA,MI,-88.72778,47.97555,felsic,rhyolite,rhyolite,73.4,11.3,3.2,0.03,0.76,0.27,1.78,6.39,0.05,0.36,0.02,0.6,10,3550,139,2,12,2330,46,3,19,73,19,62,42
C119005,USA,WI,-91.26111,46.2,mafic,basalt,basalt,47.5,10.1,15.8,0.21,8.6,9.46,3.02,0.99,0.35,2.9,0.01,1.6,10,313,111,64,107,186,53,95,4,396,129,24,118
C119006,USA,WI,-91.26111,46.2,mafic,basalt,basalt,47,7.21,14.8,0.23,11.2,12.3,1.85,0.71,0.25,2.39,0.01,1.6,10,189,73,68,187,133,36,148,4,255,126,18,110
C119007,USA,WI,-90.86667,46.26666,felsic,granite,granite,74.5,12.7,1.09,0.01,0.49,0.55,2.96,5.9,0.09,0.16,0.01,0.2,10,1320,109,2,3,2,70,8,10,89,11,9,4
C119239,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,41.9,9.47,23.8,0.28,18.2,4.75,1.34,0.17,0.13,0.88,0.02,1.33,10,70,14,138,121,154,3,668,4,124,92,10,135
C119240,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,39.3,6.12,27.9,0.3,20.2,3.6,0.89,0.1,0.14,0.95,0.01,1.67,10,49,18,163,126,1880,4,999,4,81,92,10,150
C119241,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,43.4,12.7,19.8,0.22,13.9,6.53,1.82,0.23,0.13,1.02,0.07,0.73,10,80,22,112,132,1390,5,682,4,160,130,14,110
C119242,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,43.8,15.3,16.2,0.18,11.2,7.07,2.18,0.28,0.19,0.83,0.32,1,10,109,18,89,45,1280,6,519,4,199,79,12,90
C119243,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,44.5,15.6,16.2,0.18,10,7.48,2.2,0.46,0.41,1.81,0.24,0.93,10,125,45,79,60,959,13,318,4,199,157,25,94
C119244,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,42.6,12.8,20.2,0.22,14.1,6.06,1.74,0.26,0.14,0.74,0.08,0.93,10,76,17,124,53,2530,5,950,4,164,88,11,109
C119245,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,46,17.5,14,0.16,9.42,8.12,2.46,0.42,0.19,0.95,0.15,0.8,10,102,30,79,20,1190,7,446,4,217,101,15,81
C119246,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,42.5,11.4,21.5,0.24,16.3,5.58,1.59,0.19,0.15,0.76,0.04,0.87,10,65,17,131,42,484,4,500,4,148,73,10,111
C119247,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,41.8,11.7,21.2,0.24,16,5.57,1.55,0.2,0.11,0.79,0.02,1,10,102,12,127,120,340,3,579,4,137,102,8,116
C119249,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,41.2,14.5,17,0.17,11.3,4.26,1.12,2.14,0.15,0.69,1.92,4.8,10,81,10,66,45,23,2,297,4,32,72,8,56
C119250,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,45.3,16.5,16.2,0.19,10.8,7.66,2.32,0.29,0.12,0.85,0.04,0.6,10,81,11,83,20,100,3,313,4,210,89,8,95
C119251,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,43.3,13.5,19.3,0.23,13.4,6.78,1.89,0.34,0.09,0.89,0.51,0.73,10,70,14,103,26,121,2,384,4,172,94,8,110
C119253,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,44.2,15.8,15.7,0.21,8.79,7.96,2.32,0.49,0.35,2.1,0.33,1.4,10,113,26,70,33,196,7,214,14,203,151,19,126
C119254,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,47.8,19.9,11.2,0.14,6.77,8.42,2.7,0.6,0.07,0.9,0.26,1,10,125,8,54,47,179,3,240,6,284,107,5,105
C119255,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,46.3,18.3,13.2,0.16,7.76,8.2,2.45,0.53,0.06,1.61,0.27,1.07,10,103,12,62,51,160,2,291,4,241,143,7,94
C119256,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,46.4,17.4,15.9,0.18,9.2,7.78,2.53,0.31,0.05,0.86,0.05,0.47,10,90,5,76,13,155,2,242,4,225,89,4,95
C119258,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,48.9,5.68,24.7,0.23,15.3,1.17,0.56,1.05,0.08,0.62,0.01,1.13,12,116,19,154,630,995,6,833,4,37,969,14,245
C119259,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,47.8,4.93,26.8,0.21,16.6,0.83,0.37,0.59,0.07,0.56,0.05,0.8,10,96,17,198,593,807,5,1470,4,20,1340,12,221
C119261,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,45.9,11.8,19.5,0.19,11.6,4.38,0.98,0.56,0.06,4.39,0.04,0.93,10,124,25,75,420,524,4,360,6,163,853,9,164
C119262,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,45.4,16.6,14.9,0.17,7.28,6.43,1.75,0.66,0.07,6.05,0.1,1,10,156,19,50,169,60,6,63,4,227,130,7,126
C119263,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,44.5,17.8,13.4,0.16,9.98,8.99,1.77,0.68,0.05,0.46,0.27,1.47,10,60,7,66,18,5,2,336,4,221,57,3,84
C119264,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,46.6,19.2,12.6,0.15,10.4,8.66,2.48,0.2,0.05,0.15,0.08,0.53,10,58,5,75,20,2,2,415,4,232,23,2,70
C119265,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,48.3,20.1,11.3,0.12,7.4,7.88,2.46,0.69,0.06,0.22,0.26,1.27,10,94,8,62,11,1610,3,404,4,230,66,2,92
C119266,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,54.4,15.4,11.7,0.11,7.68,3.49,1.95,2.66,0.1,0.63,0.13,1.47,30,209,33,49,17,279,12,285,6,148,126,8,124
C119267,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,44.3,20.4,10.3,0.07,7.01,7.38,1.74,1.9,0.05,0.69,0.01,3.87,10,146,16,45,247,787,8,189,15,150,402,8,73
C119268,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,49,19.7,9.03,0.14,7.27,10.4,1.75,0.72,0.05,0.51,0.1,0.87,10,92,5,62,268,511,2,248,4,314,471,5,58
C119269,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,48.5,24,6.88,0.1,4.55,8.56,2.36,1.79,0.05,0.81,0.07,1.8,10,116,5,33,10,218,2,121,4,431,134,3,57
C119270,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,46.2,17.3,13.4,0.17,8.49,8.63,2.21,0.67,0.06,0.79,0.32,1.6,10,133,6,67,42,439,2,189,6,216,209,5,148
C119271,USA,WI,-90.81111,46.29722,mafic,gabbro,gabbro,48.7,17.3,11.1,0.17,8.52,8.6,2.2,0.48,0.08,0.68,0.07,1.2,10,80,11,66,396,1150,2,279,4,232,491,9,90
C119274,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,46.8,19.5,11.7,0.14,8.63,8.69,2.57,0.49,0.16,0.89,0.01,0.93,10,101,17,63,25,69,6,291,4,262,85,12,69
C119275,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,47.3,20.2,10.4,0.12,7.94,9.04,2.68,0.54,0.2,0.85,0.02,0.8,10,105,17,51,16,73,6,246,4,269,79,13,57
C119276,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,36.8,5.9,26.3,0.2,19.7,2.52,0.68,0.1,0.07,0.21,0.02,5.4,10,21,10,140,38,2,2,751,4,79,36,3,92
C119278,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,45.9,18.9,10.9,0.13,9.19,8.74,2.45,0.4,0.14,0.65,0.01,0.67,10,83,15,63,18,50,4,300,4,245,63,9,66
C119279,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,35.4,3.19,26.8,0.27,23.9,1.77,0.33,0.04,0.07,0.33,0.07,5.73,10,8,6,171,49,40,2,885,4,38,43,3,138
C119280,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,47,20.1,10.5,0.12,9.02,8.78,2.51,0.55,0.13,0.6,0.01,0.87,10,78,8,69,18,49,3,342,4,246,61,7,67
C119281,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,46.4,19.6,12.3,0.13,8.91,8.23,2.23,0.54,0.08,0.19,0.12,1,10,79,5,68,7,354,2,307,4,272,30,2,92
C119286,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,43.2,3.93,20.5,0.23,16.7,5.62,0.35,0.09,0.08,0.43,0.34,4.33,55,19,15,99,321,1060,2,760,4,37,538,14,272
C119287,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,47.7,16.6,14.3,0.19,8.04,7.1,1.49,0.39,0.09,4.16,0.04,0.4,10,115,25,39,88,20,8,65,4,248,92,8,177
C119292,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,51.5,25,4.06,0.07,2.33,8.38,3.79,1.97,0.08,0.79,0.28,1.33,10,226,8,15,6,112,2,14,4,622,103,3,52
C119293,USA,WI,-90.83334,46.29167,mafic,gabbro,gabbro,42.5,14.8,18.5,0.19,7.36,7.59,1.82,0.93,0.21,1.58,0.38,2.13,10,191,29,178,77,2890,7,682,4,182,258,14,133
C119297,USA,ME,-68.5,46.125,felsic,rhyolite,rhyolite,41.8,18.5,2.9,0.13,10.1,8.11,1.03,4.4,0.12,0.35,5.92,2.47,33,385,92,4,2,4,44,4,23,93,37,26,83
C119298,USA,ME,-68.62889,46.71666,felsic,rhyolite,rhyolite,65,14.5,5.76,0.08,3.8,0.44,1.8,3.76,0.1,0.33,0.1,2.27,10,178,28,4,2,65,7,3,4,44,20,35,91
C123455,USA,AK,-157.85112,61.43389,felsic,rhyolite,rhyolite,74.6,13.7,1.02,0.01,0.31,0.11,1.6,4.72,0.09,0.21,0.01,1.53,10,116,147,2,2,7,70,3,11,15,10,41,20
C123456,USA,AK,-157.93195,61.37416,intermediate,andesite,andesite,52.8,16.1,8.75,0.14,6.14,8.28,2.68,1.41,0.25,1.02,0.81,0.87,12,688,42,27,57,36,12,55,4,293,181,22,71
C123466,USA,AK,-158.37944,61.83722,intermediate,andesite,andesite,59,16.5,6.48,0.1,2.86,5.42,3.26,2.81,0.39,1.28,0.01,1,22,995,91,16,31,30,28,29,7,291,82,34,80
C123467,USA,AK,-158.36555,61.80777,intermediate,andesite,andesite,62,14.8,6.97,0.1,1.12,3.62,4.11,3.02,0.41,1.2,0.2,1.4,32,1350,121,10,5,34,37,8,16,198,53,43,91
C123473,USA,AK,-157.80305,61.44861,felsic,rhyolite,rhyolite,78,11.8,0.59,0.01,0.15,0.05,1.05,4.62,0.08,0.15,0.01,1.53,10,132,120,2,2,5,59,4,5,16,5,30,2
C123474,USA,AK,-157.80305,61.44861,felsic,rhyolite,rhyolite,78,11.8,0.64,0.01,0.16,0.06,0.99,4.55,0.09,0.15,0.01,1.53,10,133,118,2,7,5,60,3,4,16,6,29,2
C123475,USA,AK,-157.81833,61.44611,felsic,rhyolite,rhyolite,76.7,12.1,0.98,0.01,0.12,0.09,1.57,5.43,0.09,0.19,0.01,1.07,10,93,144,2,2,4,68,3,17,13,8,49,31
C123476,USA,AK,-157.79918,61.45139,felsic,rhyolite,rhyolite,56.1,16.6,8.51,0.13,2.43,6.18,3.47,2.4,0.36,1.79,0.67,0.6,18,299,73,20,11,27,25,10,6,382,143,50,90
C170626,USA,AK,-148.145,62.73028,mafic,gabbro,gabbro,49.7,14.3,11.6,0.18,7.87,12.4,1.83,0.22,0.18,1.65,0.01,0.8,10,57,19,40,212,135,5,95,18,180,324,19,65
C170627,USA,AK,-148.205,62.74833,mafic,basalt,basalt,48.2,13.6,12,0.18,7.97,10.7,3.1,0.2,0.17,1.47,0.13,2.27,10,60,19,46,158,2,6,93,19,168,343,18,78
C174933,USA,AK,-152.92194,60.11667,intermediate,dacite,dacite,59.8,16,5.76,0.03,3.5,4.42,3.23,1.33,0.21,0.6,0.02,3.8,348,47,88,2,2,16,41,3,118,5,3,37,17
C174941,USA,AK,-152.89417,60.13472,intermediate,dacite,dacite,68,13.6,4.08,0.04,2.11,1.15,3.83,3.34,0.16,0.44,0.46,1.4,348,47,88,2,2,16,41,3,118,5,3,37,17
C183590,USA,AK,-148.385,62.73111,intermediate,dacite,dacite,49.1,15.4,11.3,0.21,6.41,10.2,2.43,0.46,0.05,0.634,1.11,2.4,10,112,5,39,61,135,2,42,4,295,351,19,77
C183591,USA,AK,-148.80611,62.98972,intermediate,dacite,dacite,63.1,15.4,5.49,0.11,1.03,3.73,3.55,3.47,0.16,0.636,1.5,1.2,10,1740,65,8,4,11,32,6,16,378,58,22,109
C183592,USA,AK,-148.81722,62.96806,intermediate,dacite,dacite,68.5,15.2,4.51,0.09,0.58,2.96,3.58,3.13,0.09,0.468,0.03,0.67,10,2000,84,4,2,6,38,3,22,355,18,24,120
C183593,USA,AK,-148.83,62.99167,intermediate,dacite,dacite,62.6,15.7,6.35,0.12,1.76,4.17,4.03,2.93,0.24,0.808,0.02,0.6,10,1440,68,11,8,12,30,10,8,406,107,26,110
C183596,USA,AK,-148.49528,62.69056,mafic,gabbro,gabbro,49.9,12.5,13,0.21,7.99,10.7,2.12,0.26,0.17,1.663,0.02,0.6,10,66,12,44,22,164,6,73,4,198,212,21,84
C183597,USA,AK,-148.50167,62.68944,mafic,gabbro,gabbro,47.6,12,17.6,0.24,5.42,9.55,2.4,0.4,0.25,3.174,0.02,0.87,10,105,18,48,3,251,9,47,5,199,219,29,129
C183598,USA,AK,-148.51806,62.68861,felsic,rhyolite,rhyolite,55.9,16.8,9.23,0.14,4.6,3.41,5.07,0.14,0.33,0.912,0.35,2.53,10,84,17,20,26,92,9,18,4,440,246,22,44
C183601,USA,AK,-148.29028,62.69417,ultramafic,pyroxenite,pyroxenite,47.3,13.5,10.6,0.2,11.1,10.6,0.94,0.63,0.04,0.429,0.03,2.33,10,89,5,48,257,97,2,243,4,309,264,13,62
C183602,USA,AK,-148.31806,62.67472,mafic,gabbro,gabbro,50.3,14.6,8.37,0.15,8.94,13,1.56,0.23,0.04,0.32,0.01,1.6,10,185,5,36,46,84,2,66,4,132,216,11,44
C183609,USA,AK,-148.29861,62.69639,mafic,gabbro,gabbro,49.1,14.7,9.53,0.17,7.72,12.7,1.66,0.19,0.04,0.55,0.01,1.4,10,141,5,37,74,84,2,79,4,99,295,16,56
C183611,USA,AK,-148.33278,62.7075,mafic,gabbro,gabbro,48.1,13.9,10.6,0.2,7.77,12.5,1.5,0.24,0.05,0.508,1.36,1.93,10,161,5,39,99,107,2,84,4,148,296,15,62
C183615,USA,AK,-147.81444,62.95222,mafic,basalt,basalt,47.2,15.6,11.6,0.14,6.54,10.6,2.79,0.59,0.15,1.673,0.02,1.33,10,82,14,36,112,84,7,78,4,299,292,22,74
C183617,USA,AK,-148.63639,62.94889,felsic,granite,granite,72,14.9,1.22,0.02,0.44,2.23,3.94,3.31,0.13,0.215,0.02,0.47,10,2170,21,2,2,2,14,3,16,576,6,8,66
C183618,USA,AK,-148.63639,62.94889,intermediate,dacite,dacite,54.5,18,7.76,0.14,3.76,7.57,2.78,1.55,0.31,1.102,0.05,1.47,10,879,37,17,14,15,19,13,6,671,215,17,118
C183623,USA,AK,-148.66833,62.96389,felsic,granite,granite,71.4,14,2.33,0.05,0.5,1.64,3.2,4.68,0.07,0.309,0.08,0.53,10,1380,80,4,2,4,38,4,17,220,27,19,81
C183624,USA,AK,-148.72667,62.93694,felsic,granite,granite,65.3,17.1,2.95,0.03,0.97,3.76,4.31,2.68,0.13,0.551,0.18,0.67,10,3130,109,4,2,2,53,3,10,1150,16,3,120
C183630,USA,AK,-148.8975,62.97667,felsic,granite,granite,76.6,12.6,1.24,0.02,0.05,0.51,3.81,4.57,0.01,0.085,0.01,0.27,10,1300,59,2,2,2,20,3,17,60,2,19,101
C183632,USA,AK,-148.82861,62.96306,intermediate,andesite,andesite,66.8,14.9,4.41,0.09,0.45,2.39,4.16,3.73,0.1,0.472,0.51,0.8,10,1820,79,3,2,8,37,4,13,319,19,27,114
C183633,USA,AK,-148.69861,62.94583,felsic,granite,granite,73.7,13.6,1.96,0.06,0.1,0.72,4.24,4.17,0.01,0.165,0.06,0.53,10,1680,67,2,2,3,33,3,14,123,3,29,87
C183634,USA,AK,-148.69861,62.94583,felsic,granite,granite,73,13.7,1.83,0.05,0.32,0.93,3.41,4.55,0.04,0.229,0.02,0.8,10,1330,82,3,2,4,40,3,16,184,15,37,84
C183637,USA,AK,-148.64278,62.95528,felsic,granite,granite,73.3,13.5,2.15,0.06,0.11,1.05,4.22,4.21,0.01,0.16,0.02,0.47,10,1610,84,2,2,12,43,3,26,122,4,38,145
C183644,USA,AK,-148.36528,62.65778,mafic,gabbro,gabbro,48.2,15.5,10.2,0.17,7.74,12.5,1.64,0.35,0.05,0.45,0.01,1.47,10,193,5,41,133,129,2,120,4,104,289,17,57
C183645,USA,AK,-148.60889,62.74556,mafic,basalt,basalt,45.7,17,10.9,0.15,8.55,9.44,2.54,0.26,0.18,1.342,0.15,2.4,10,121,9,47,41,56,5,97,4,242,215,27,77
C183647,USA,AK,-146.17222,63.23889,mafic,gabbro,gabbro,49.6,15.3,10.3,0.17,7.54,12.4,1.87,0.29,0.09,0.763,0.21,1,10,232,5,39,169,219,2,130,4,167,312,20,74
C183650,USA,AK,-148.61028,62.99028,felsic,rhyolite,rhyolite,60.4,15.4,8.56,0.18,1.39,4.37,4.24,2.49,0.32,0.858,0.01,0.6,10,1330,53,6,3,6,27,9,8,694,48,27,172
C183652,USA,AK,-148.60167,62.98611,mafic,gabbro,gabbro,47.4,19.9,10.6,0.14,4.97,11.1,2.18,0.74,0.22,1.34,0.01,1.13,10,379,15,28,19,10,9,14,7,745,351,11,83
C183655,USA,AK,-148.32,62.64694,mafic,gabbro,gabbro,48.4,15.1,9.9,0.16,8.99,11.5,1.75,0.27,0.04,0.41,0.05,1.87,10,204,5,45,124,112,2,117,4,160,260,16,56
C197857,USA,NC,-79.68834,36.35692,felsic,granite,granite,63.7,18.3,2.54,0.05,0.5,1.38,3.43,7.81,0.15,0.56,0.01,0.8,10,32,5,2,15,9,3,6,4,21,5,10,38
C197858,USA,NC,-79.67655,36.36241,felsic,granite,granite,73.4,14.7,1.19,0.06,0.29,1.65,3.25,4.33,0.08,0.15,0.01,0.73,10,32,5,2,15,9,3,6,4,21,5,10,38
C197868,USA,NC,-80.87966,35.52804,felsic,granite,granite,73.4,14.5,1.9,0.04,0.69,3.28,3.89,1.41,0.18,0.2,0.07,0.33,10,32,5,2,15,9,3,6,4,21,5,10,38
C210655,USA,AK,-149.32838,63.10738,intermediate,dacite,dacite,62.3,14.7,8.01,0.16,1.01,3.52,3.59,3.02,0.29,0.84,1.34,1,10,1370,74,8,6,12,35,8,8,416,29,28,143
C210656,USA,AK,-149.32838,63.10738,intermediate,dacite,dacite,61.9,14.8,8.12,0.16,1,3.56,3.51,2.76,0.29,0.85,1.69,1.07,10,1420,76,8,6,6,36,6,5,408,30,29,136
C210663,USA,AK,-149.2285,63.16397,mafic,basalt,basalt,46.8,13.5,13.9,0.16,7.09,9.8,3.05,0.07,0.16,1.84,0.16,2.73,10,86,13,41,49,211,6,55,4,240,311,28,99
C210676,USA,AK,-148.91757,63.12867,felsic,rhyolite,rhyolite,74.6,13.1,1.48,0.04,0.11,0.89,1.49,5.34,0.05,0.09,0.51,1.13,10,292,57,2,2,4,26,3,14,103,2,20,64
C210678,USA,AK,-149.21642,63.15982,mafic,basalt,basalt,48.2,13.8,12.5,0.19,7.39,11.1,2.48,0.59,0.12,1.56,0.16,1.87,10,126,11,41,99,150,5,84,4,290,283,19,85
C210684,USA,AK,-148.56003,62.84477,felsic,granite,granite,69.3,14.9,3.28,0.07,0.56,1.75,3.53,3.69,0.1,0.36,0.2,0.87,10,1020,62,3,2,4,34,4,10,249,24,14,65
C210690,USA,AK,-148.91842,62.90223,felsic,granite,granite,70.2,15.9,1.95,0.02,0.62,2.87,3.74,3.16,0.1,0.37,0.01,0.47,10,2110,40,2,2,2,22,4,16,610,14,2,128
C210691,USA,AK,-148.9235,62.99195,felsic,granite,granite,73,14.2,1.88,0.04,0.29,1.42,3.83,4.26,0.06,0.2,0.01,0.33,10,890,65,2,3,2,32,5,19,196,13,16,57
C210695,USA,AK,-149.26395,62.99485,mafic,basalt,basalt,47.7,13.8,14.3,0.22,5.57,9.24,3.53,0.4,0.36,2.82,0.01,1.8,10,218,45,41,47,156,21,76,4,300,157,29,120
C210698,USA,AK,-149.23045,62.9689,mafic,basalt,basalt,46.2,13,16.6,0.21,6.45,7.59,3.03,0.43,0.42,3.31,0.01,2.27,10,1560,43,46,17,204,20,42,4,328,191,28,129
C210752,USA,AK,-149.00092,63.00455,felsic,granite,granite,68.7,16.3,2.73,0.04,0.79,3.65,3.53,2.45,0.11,0.41,0.02,0.6,10,2770,50,2,2,4,27,3,12,872,20,3,127
C210754,USA,AK,-149.06783,63.03593,felsic,granite,granite,71.4,15,2.38,0.05,0.26,1.61,2.96,5.31,0.05,0.22,0.01,0.47,10,1680,156,2,2,4,78,3,16,276,10,12,62
C210757,USA,AK,-149.01988,63.0908,felsic,granite,granite,71.4,15.1,2.1,0.06,0.18,1.35,3.63,5.25,0.05,0.18,0.05,0.47,10,823,117,2,2,2,62,3,14,172,6,16,57
C210761,USA,AK,-149.26545,63.09072,felsic,rhyolite,rhyolite,74.9,12.9,2.2,0.05,0.12,0.74,3.5,4.76,0.05,0.16,0.01,0.47,10,1710,99,2,3,9,49,3,16,96,6,45,155
C210762,USA,AK,-148.52792,62.86148,felsic,granite,granite,62.4,17.1,5.87,0.12,1.38,4.4,3.98,2.85,0.24,0.67,0.01,0.53,10,761,39,7,3,9,21,3,11,490,54,14,96
C210765,USA,AK,-148.83317,62.8805,felsic,granite,granite,72.6,14.1,2.13,0.04,0.45,1.39,3.18,4.93,0.06,0.29,0.01,0.6,10,946,41,2,4,4,20,3,14,195,19,11,48
C210766,USA,AK,-148.7421,62.8684,felsic,granite,granite,59.7,17.6,6.58,0.14,1.59,5.41,3.51,2.47,0.28,1,0.01,1.2,10,848,38,9,4,4,19,3,5,576,135,17,83
C210767,USA,AK,-148.91,62.8235,felsic,granite,granite,55.3,17.4,9.04,0.15,2.67,5.83,4.22,2.22,0.59,1.36,0.01,0.8,10,776,65,17,3,14,30,7,4,935,147,17,155
C210772,USA,AK,-148.803,62.96443,intermediate,dacite,dacite,58.9,15.5,9.01,0.17,2.25,4.91,3.52,2.27,0.47,1.26,0.18,1.13,10,1250,48,13,6,14,23,8,8,529,149,21,115
C210774,USA,AK,-148.93783,63.10238,felsic,granite,granite,75.4,13.1,1.26,0.03,0.1,0.9,3.7,4.57,0.05,0.11,0.1,0.33,10,448,38,2,2,3,18,3,17,79,4,22,66
C210775,USA,AK,-148.93783,63.10238,felsic,granite,granite,75.1,13.1,1.28,0.04,0.1,0.91,3.7,4.53,0.05,0.11,0.09,0.27,10,467,40,2,2,2,18,3,16,80,3,22,72
C210777,USA,AK,-148.83288,63.06292,felsic,granite,granite,65,16,4.93,0.09,1.3,3.65,3.29,3.46,0.25,0.93,0.03,0.6,10,1640,65,7,3,6,33,5,8,513,39,9,117
C210782,USA,AK,-149.34768,63.10272,mafic,basalt,basalt,49.5,13.8,12.9,0.17,6.96,6.6,3.56,0.41,0.17,2.06,0.87,2.33,10,444,17,44,71,351,8,70,4,465,311,26,100
C210783,USA,AK,-148.93753,63.10858,felsic,granite,granite,74.8,13.6,1.27,0.04,0.12,0.71,3.81,4.77,0.05,0.1,0.03,0.4,10,499,39,2,3,5,19,3,17,80,4,17,69
C210785,USA,AK,-148.93543,63.11078,mafic,basalt,basalt,53.7,16.4,9.38,0.17,3.25,7.18,2.74,1.83,0.46,1.49,1.09,1.6,10,950,56,17,11,15,26,6,4,562,149,28,115
C210787,USA,AK,-148.94235,63.11947,mafic,basalt,basalt,45.5,15.6,10.9,0.18,5.6,9.33,2.83,0.74,0.37,1.7,7.09,0.67,10,345,36,30,57,16,16,20,4,500,173,22,93
C210788,USA,AK,-148.88342,63.11342,felsic,granite,granite,76.9,12.5,0.93,0.02,0.1,0.56,3.63,4.74,0.05,0.05,0.04,0.27,10,16,26,2,2,2,10,3,10,7,2,31,42
C210789,USA,AK,-148.88342,63.11342,mafic,basalt,basalt,50.4,16.7,9.24,0.15,3.59,8.62,2.2,1.42,0.42,1.36,3.63,1.67,10,790,46,21,43,19,23,10,4,712,196,21,103
C210790,USA,AK,-148.88342,63.11342,intermediate,dacite,dacite,71.3,14,2.28,0.05,0.34,1.72,3.48,4.3,0.06,0.23,1.11,0.8,10,1300,61,2,2,2,31,3,14,207,11,21,59
C210791,USA,AK,-148.88342,63.11342,intermediate,dacite,dacite,71.8,13.9,2.26,0.05,0.35,1.53,3.46,4.26,0.06,0.23,1.03,0.93,10,1190,61,2,4,4,31,3,13,194,11,21,64
C212077,USA,AK,-149.061,62.926,mafic,gabbro,gabbro,45.2,13.9,16.5,0.18,7.7,8.02,1.95,0.14,0.46,3.75,0.01,1.73,16,96,42,43,56,227,20,53,4,501,312,50,150
C212079,USA,AK,-149.082,62.925,mafic,gabbro,gabbro,48.5,13.3,14.8,0.2,6.59,10.4,2.83,0.37,0.22,2.5,0.01,0.93,10,348,18,42,117,241,8,70,4,400,341,30,117
C212081,USA,AK,-148.47,62.647,mafic,basalt,basalt,51.2,16.5,9.61,0.14,7.34,5.65,4.35,0.86,0.05,0.46,0.01,2.67,10,965,5,38,152,112,2,92,4,228,293,16,72
