Year,SampID,Drain,Type,Easting,Northing,Longitude,Latitude,pH,EC,Al,As,Ba,Ca,Cd,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn
2021,2021_4_1,Chapman,Saltmarsh,400431,6468284,115.946836,-31.91696693,5.67,7.76,34149,13.9,75,1821,0.194,248.3,7.6,47.7,204,57748,13.2,2595,121.7,32.5,3089,53.2,2.5,11047,76.3,19,1848,108.1,2135,63.8,16.5,61.8,60.2,191.2
2021,2021_4_2,Chapman,Saltmarsh,400439,6468296,115.9469219,-31.91685938,5.92,8.23,26072,20.1,78,2169,0.48,121.9,13.3,38,312,99194,9.6,2608,62.9,28.8,3355,72.2,4.1,13322,43.3,20,2231,120.9,2771,85.5,13.9,59.6,29.6,342.8
2021,2021_4_3,Chapman,Saltmarsh,400447,6468308,115.9470077,-31.91675184,5.85,6.32,34004,6.2,62,2347,0.126,155.9,5.7,49,153,31586,10.3,2809,68.4,36.6,3772,39.3,2.9,14064,60.6,18,963,53.9,2463,70.3,12.8,63.8,38.9,113.1
2021,2021_4_4,Chapman,Saltmarsh,400455,6468320,115.9470936,-31.91664429,5.9,4.65,30146,13.6,59,3121,0.209,165.6,5.8,39.6,271,33438,10.8,2290,73.8,31,3707,37.9,3.9,14486,61.6,19,1935,101.5,3642,80.2,9.2,56.7,41.5,216
2021,2021_4_5,Chapman,Saltmarsh,400190,6468090,115.9442673,-31.91869573,5.86,6.7,15304,8.9,123,1790,0.589,36.9,9.9,27.1,139,44050,3.7,1472,14.5,15.2,2479,59.3,6.8,8975,15.9,8,373,42.4,7988,41.9,10.2,48.3,7.8,341
2021,2021_5_1,Chapman,Saltmarsh,400440,6468317,115.9469346,-31.91667004,5.67,10.18,18988,23.5,49,2946,0.215,92.7,7.6,25.8,314,51813,6.7,1397,43.2,13.6,2646,60.3,2.8,10249,35,13,2060,116.2,3437,66,6,34.6,26.3,225.3
2021,2021_5_2,Chapman,Saltmarsh,400472,6468321,115.9472734,-31.91663676,6.33,0.12,6068,25.1,23,2152,0.165,11.7,7.3,13.8,149,43494,2,348,6.2,2.9,527,70,1.2,221,5.9,7,547,57.2,919,15.8,2.2,17.8,3.2,144.3
2021,2021_5_3,Chapman,Lake_Sed,400389,6468265,115.9463899,-31.91713463,5.49,5.58,35628,3.2,118,1192,0.078,217.8,7.7,54.2,141,37073,13.5,3194,93.4,51.5,3028,45.4,2,7564,78.5,22,602,36.7,1468,103.2,19.9,70,53.4,81.7
2021,2021_5_4,Chapman,Saltmarsh,400447,6468269,115.9470037,-31.91710363,4.43,17.1,29508,4.6,93,779,0.078,98,5,56.2,58,39619,7.9,3765,40.6,21.5,4832,50.5,1.1,21611,44.5,16,386,26.8,3687,76.3,16.8,72.1,18.9,21.9
2021,2021_5_5,Chapman,Saltmarsh,400475,6468289,115.9473019,-31.91692568,5.25,3.12,30408,12.8,191,1951,0.298,112.1,16,66.9,140,69310,8.2,2713,56.3,19.2,3217,337.9,4.6,6319,44.9,50,402,91.5,1662,58.5,15.3,73.3,24,164.8
2021,2021_5_6,Chapman,Saltmarsh,400517,6468291,115.9477463,-31.91691132,6.73,0.22,28926,7,104,2998,0.259,85.6,13.4,52.2,155,39010,6.1,2799,46.5,15.6,2842,375.4,3.2,1826,35.3,19,648,72.3,1620,111.7,14.7,65.9,17.5,172.7
2021,2021_6_1,Chapman,Saltmarsh,400331,6468227,115.9457726,-31.91747232,6.06,11.34,33250,22.1,98,2374,0.213,140.2,9.5,53.5,282,56920,8.7,3498,71.9,36.2,3856,55.9,5.7,15158,47.5,20,2412,629.7,2779,165.6,14.8,63.6,36.1,295.9
2021,2021_6_2,Chapman,Saltmarsh,400368,6468205,115.9461616,-31.91767401,6.3,12.21,33208,8.3,72,1890,0.147,139.2,16.1,66.6,144,50323,8.5,3940,80.9,34,5398,97.6,1.4,16737,50,33,926,54.6,2758,45.9,23.9,80.6,31,133.9
2021,2021_6_3,Chapman,Saltmarsh,400432,6468225,115.9468406,-31.91749922,6.41,13.36,29753,5,82,3301,0.114,159.8,12.6,56.4,170,32387,10.5,3754,75.6,35.8,4854,113.4,1.7,17533,62.3,28,1061,137.9,2870,133.5,15.4,66.1,40.9,208.7
2021,2021_7_1,Chapman,Saltmarsh,400518,6468224,115.94775,-31.91751577,5.69,2.82,28382,4.7,75,1581,0.106,117.6,10.1,54.7,74,33856,7.6,2771,60.6,16.7,2915,128.2,2,5185,47.5,20,491,36,1372,63.1,15,67.5,26.4,50.1
2021,2021_7_2,Chapman,Saltmarsh,400568,6468216,115.9482779,-31.91759232,4.73,6.89,31320,4.2,94,1361,0.087,108.8,5.1,54.7,64,36208,8.3,3843,50.7,22.9,3256,46.9,2.5,11586,48.1,17,485,26.2,3600,115.9,15.6,71.1,23.1,25
2021,2021_7_3,Chapman,Saltmarsh,400267,6468153,115.9450881,-31.91813421,6.16,8.83,19353,26.1,31,3530,0.32,43.3,9.6,33.8,416,59732,4.3,1866,21.2,17.3,3862,160.7,3.4,10315,19.1,12,2515,690.1,2239,70,6.9,48.3,10.4,343.3
2021,2021_7_4,Chapman,Saltmarsh,400302,6468190,115.9454621,-31.91780353,6.29,4.78,14765,21.6,34,1796,0.223,30.5,5,25.7,405,58647,3.3,1137,15.1,11,2001,78.8,4.2,5254,13.8,7,1557,284,1234,35.4,6.8,40.9,6.6,141.1
2021,2021_7_5,Chapman,Saltmarsh,400371,6468173,115.9461901,-31.91796293,6.1,9.31,8491,0.6,13,828,0.027,43,5,21.8,11,11914,2.3,978,20.3,4.9,1707,76.3,0.9,9470,16.1,7,107,8.9,1117,13.7,10.1,30.9,6.6,12.6
2021,2021_8_1,Chapman,Saltmarsh,400411,6468156,115.9466114,-31.91811978,NA,NA,18714,3.2,50,584,0.081,60.3,7.3,46,19,26770,4.5,1314,26.6,7.7,1639,62.7,0.6,3479,24.5,12,85,16.1,338,13.1,15,66.8,12.4,13.2
2021,2021_8_2,Chapman,Saltmarsh,400468,6468171,115.9472157,-31.91798947,NA,NA,11846,1.9,25,650,0.036,50.1,7.7,30.3,15,18393,3.1,1077,21.6,7.1,999,85.4,0.8,3864,18.1,10,117,11.7,610,10.2,11.3,41.7,7.8,17.8
2021,2021_8_3,Chapman,Saltmarsh,400546,6468165,115.94804,-31.91805043,NA,NA,33605,0.9,91,1508,0.097,153.3,15.5,65.1,59,37789,10.4,3496,70.8,25.9,3825,212.9,1.3,10544,62.7,25,389,33,1998,76.8,19.4,78.4,33.6,53.5
2021,2021_8_4,Chapman,Saltmarsh,400577,6468196,115.9483711,-31.91777351,NA,NA,34097,4.7,108,1536,0.124,136.2,8.8,61.3,52,35657,10.1,3167,63.2,24.2,3098,126,2.2,7235,59.5,22,539,35.6,1752,109.2,18.5,78.5,28.6,82.5
2021,2021_9_1,Chapman,Saltmarsh,400375,6468123,115.9462272,-31.9184143,5.78,5.01,21108,5.2,60,1244,0.081,81.3,11.9,49.3,47,29102,5.2,2397,41.1,15.7,2789,202.8,1.2,8164,31.9,17,294,21.8,843,29,17.9,62.3,16.3,59.7
2021,2021_9_2,Chapman,Saltmarsh,400433,6468106,115.9468389,-31.91857273,6.54,2.03,9425,5.9,17,14827,0.061,28.7,4.4,26.5,13,16403,2.2,796,13.7,5.6,1345,55.1,0.3,2640,12.4,6,95,9.3,281,47.5,8.4,38.8,5.3,13
2021,2021_9_3,Chapman,Saltmarsh,400470,6468135,115.9472332,-31.91831438,5.12,12.45,43250,1.8,107,1194,0.096,161.8,12,66.8,41,35880,12,4850,73.1,51,4127,119.6,1.9,15059,67.3,27,377,26.8,3493,178.3,20.8,81.9,39.3,47.3
2021,2021_9_4,Chapman,Saltmarsh,400505,6468110,115.9476008,-31.91854296,4.54,9.23,48186,3.6,77,845,0.081,103.6,8.8,60.9,28,35598,9,4177,42,49.6,2880,39.3,3.1,13224,48.6,27,250,21.3,2779,102.8,17.5,78.4,17.1,17.3
2021,2021_9_5,Chapman,Saltmarsh,400249,6468097,115.944892,-31.91863777,5,10.04,37198,5.2,94,1200,0.105,200.1,7.6,54.1,32,40674,16.8,3725,64.6,35.2,3358,46.8,2.6,16453,95.7,23,399,25.5,3469,121.3,15,78.2,40.1,23.5
2021,2021_10_1,Chapman,Saltmarsh,400298,6468083,115.9454088,-31.91876836,5.71,10.4,39826,9.9,61,1957,0.182,106.7,10.1,71.7,262,42931,7.2,3239,52.4,31.3,4504,65.8,1.8,13247,42.1,24,1533,230.5,2981,50.9,21,80.7,23.4,258
2021,2021_10_2,Chapman,Saltmarsh,400337,6468095,115.9458225,-31.91866354,5.81,8.61,39384,4.7,101,1539,0.132,133,10.4,77.5,162,45864,8.7,3737,67.3,32.9,4381,84,0.9,10994,51.9,24,471,60.6,1314,43.4,25.3,89.2,29.5,131.5
2021,2021_10_3,Chapman,Saltmarsh,400337,6468095,115.9458225,-31.91866354,5.72,6.75,36034,7.7,82,2115,0.225,127.4,18.5,71.5,148,42066,8.3,4452,64.7,36.2,4831,175.9,1.3,12223,49.9,28,662,48.9,1907,53.1,24,83.9,29.2,310.5
2021,2021_10_4,Chapman,Saltmarsh,400360,6468094,115.9460656,-31.91867457,6.08,6.33,41347,5.6,92,1340,0.165,110.6,14.4,77.3,260,48453,7.4,3973,54.3,33.7,4346,99.6,1.1,9306,43.1,26,828,61.9,1167,49.4,24.6,83.9,23.1,239.2
2021,2021_10_5,Chapman,Saltmarsh,400429,6468064,115.9467923,-31.91895124,5.81,7.7,30038,9.8,27,2331,0.463,142.2,11.8,48.4,88,72469,9.6,2851,70.3,43,3635,64.8,8.4,8624,50.2,16,592,38.3,4623,43,16.3,73.5,38.1,195.4
2021,2021_10_6,Chapman,Saltmarsh,400476,6468072,115.9472902,-31.91888319,6.18,6.55,41776,9.7,96,1601,0.121,107.8,10.8,79,239,37959,7.1,3488,53.3,31.1,4586,73.6,1.3,10452,43.5,25,718,253.3,1484,42.5,24.9,87.4,22.3,184.1
2021,2021_10_7,Chapman,Saltmarsh,400192,6468050,115.9442843,-31.91905672,NA,NA,35134,2.3,77,1408,0.15,107.6,16.1,72.7,274,41376,7.3,4425,53.7,33.9,4577,110.5,1.6,8879,42.9,26,664,91.8,1205,39.2,25.4,83.6,22.8,365.5
2021,2021_11_1,Chapman,Saltmarsh,400197.2,6468078,115.9443422,-31.91880461,NA,NA,41249,7.3,66,2101,0.245,94.4,17.1,71.4,654,34296,6.1,5265,45.8,48.5,5080,74.3,3.6,13831,37.5,31,1030,72.9,3653,78.3,22.5,79.1,19.7,322.8
2021,2021_11_2,Chapman,Saltmarsh,400204.4,6468066,115.9444171,-31.91891348,5.06,8.18,35309,4.7,58,1679,0.173,99.3,14.6,73.4,221,46610,6.6,4816,47.9,36.5,4853,83.5,1.5,10754,40.3,26,633,71.2,1620,43.8,25.9,84.5,20.8,335.1
2021,2021_11_3,Chapman,Saltmarsh,400211.6,6468055,115.9444921,-31.91901334,6.22,5.95,39576,NA,101,1855,0.221,128.8,14,81.5,141,46293,8.6,4445,65,38.1,4891,140.2,1.2,8961,51.4,29,546,69.1,910,51.8,26.9,93.8,28.6,283.4
2021,2021_11_4,Chapman,Saltmarsh,400218.8,6468043,115.9445671,-31.91912222,5.97,8.15,39665,2.8,75,2052,0.202,106.3,15.1,80.8,185,41907,6.9,4975,53.1,37.8,5046,111.7,0.8,11841,42.8,28,569,89,2037,47.4,25.6,87.6,21.8,261.6
2021,2021_11_5,Chapman,Saltmarsh,400226,6468031,115.944642,-31.91923109,5.86,12.1,34303,4.6,65,2261,0.12,93.4,11.5,69.5,201,35224,6.1,4253,45,32.3,4984,96.8,1.2,14879,37.7,24,753,48.8,2923,47.5,23.7,83.6,19.6,153.7
2021,2021_11_6,Woolcock,Drain_Sed,400041,6468267,115.9427098,-31.91708601,5.2,280,888,NA,6,470,0.031,2.3,12.2,1.8,NA,1562,NA,73,1.5,0.5,106,6.9,0.1,61,1,2,26,4.5,1358,2.3,NA,2.3,0.5,825.2
2021,2021_12_1,Woolcock,Drain_Sed,400050,6468255,115.9428037,-31.91719505,4.74,0.14,2855,0.4,14,843,0.039,4.1,11.9,4.1,2,4297,0.2,215,2.5,1.4,280,19.7,0.2,122,1.9,3,57,15.5,1782,3.3,1.1,5.9,1.2,891.5
2021,2021_12_2,Woolcock,Drain_Sed,400056,6468247,115.9428663,-31.91726774,7.3,0.25,10635,4,16,11933,0.154,17.6,56.3,11,12,23630,1.4,493,14.3,1.4,827,263.9,0.6,432,7.2,7,361,13.5,1471,29.4,2.7,19,4.5,2807
2021,2021_12_3,Woolcock,Drain_Sed,400055,6468230,115.942854,-31.917421,7.35,0.47,12920,5.5,34,21592,0.254,25.4,56.1,14.5,24,28221,1.9,405,20.9,2,1276,107.5,0.7,571,9.6,13,682,26.7,3591,60.6,2.1,16.9,6.5,7556.4
2021,2021_12_4,Woolcock,Drain_Sed,400050,6468217,115.9427998,-31.91753783,6.42,0.77,25844,9,41,8281,0.346,47.9,63.2,20.2,33,58538,3.5,579,36.9,2.8,1633,181.7,1.8,1032,15.6,17,1052,39.5,4113,48.4,3.1,28.4,10.2,7035
2021,2021_12_5,Woolcock,Drain_Sed,400055,6468199,115.9428508,-31.91770063,6.02,0.96,38846,5.2,37,7865,0.38,67.5,53.5,19.7,28,87955,5.1,488,52.3,3.1,1499,168.3,3,1102,20.8,15,1074,37.2,3826,46.4,3.2,34.1,13.7,4786.3
2021,2021_13_1,Kitchener,Lake_Sed,399985,6468034,115.9420935,-31.91918283,6.07,18.19,10390,0.9,19,3841,0.069,28.3,2.5,20.4,37,9803,1.9,1889,14.2,11.9,5316,16.1,1.2,22257,12,8,675,23.1,4634,67.8,3.2,24.4,6.4,233.5
2021,2021_13_2,Kitchener,Lake_Sed,399981,6468029,115.9420507,-31.91922758,5.92,21.08,30353,4.4,58,3414,0.115,75.4,6.8,58.1,63,23624,4.6,3669,37.3,30,6385,40,2.4,22081,30.7,18,545,50.9,10473,88.9,13.8,65.4,15.7,236.9
2021,2021_13_3,Kitchener,Lake_Sed,399977,6468009,115.9420063,-31.91940764,3.16,32.9,19705,7.8,45,3594,0.617,63.9,17.5,42.2,79,69281,5.9,3296,31.6,23.1,7116,78.4,6.4,37420,28.4,18,466,32.9,64085,84.6,10.7,73.9,16.1,873.4
2021,2021_13_4,Kitchener,Lake_Sed,399977,6468030,115.9450857,-31.91922,4.82,31.3,28640,4.2,39,2842,0.14,68.3,6.8,56.8,59,27317,4.6,3759,31.4,29.1,6439,38.4,2.7,26085,28.8,17,410,31.1,11980,64.4,16.6,66.5,14.5,291.6
